id_label,audio,folder,label,human_label,labels,human_labels,danger_level,split,dataset_source,duration,sample_rate,channels,bit_depth,bit_velocity,siz,date_modification,environment,emergency
168,03-01-05-02-02-02-01.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.437770833333333,48000,Mono,16,,474.62109375,1778097342.3679645,interior,True
169,03-01-05-02-02-02-02.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.004,48000,Mono,16,,434.9296875,1778097342.7411022,interior,True
170,03-01-05-02-02-02-03.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.5045,48000,Mono,16,,470.798828125,1778097343.1818502,interior,True
171,03-01-05-02-02-02-04.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,415.8203125,1778097343.6449807,interior,True
172,03-01-05-02-02-02-05.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.636979166666667,48000,Mono,16,,389.21875,1778097344.0447073,interior,True
173,03-01-05-02-02-02-06.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.471125,48000,Mono,16,,465.427734375,1778097344.4643862,interior,True
174,03-01-05-02-02-02-07.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.337666666666666,48000,Mono,16,,454.931640625,1778097344.9643848,interior,True
175,03-01-05-02-02-02-08.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6369583333333333,48000,Mono,16,,377.2109375,1778097345.4220815,interior,True
176,03-01-05-02-02-02-09.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.970645833333333,48000,Mono,16,,418.408203125,1778097345.8727767,interior,True
177,03-01-05-02-02-02-10.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.137458333333333,48000,Mono,16,,445.650390625,1778097346.3481884,interior,True
178,03-01-05-02-02-02-11.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.7704375,48000,Mono,16,,399.603515625,1778097346.7919197,interior,True
179,03-01-05-02-02-02-12.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,406.001953125,1778097347.26737,interior,True
180,03-01-05-02-02-02-13.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,439.21875,1778097347.726815,interior,True
181,03-01-05-02-02-02-14.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.404416666666667,48000,Mono,16,,472.439453125,1778097348.1534061,interior,True
182,03-01-05-02-02-02-15.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,387.0390625,1778097348.596902,interior,True
183,03-01-05-02-02-02-16.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.07075,48000,Mono,16,,440.212890625,1778097349.0710773,interior,True
184,03-01-05-02-02-02-17.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.8038125,48000,Mono,16,,405.2890625,1778097349.5304997,interior,True
185,03-01-05-02-02-02-18.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2375625,48000,Mono,16,,455.68359375,1778097350.0056565,interior,True
186,03-01-05-02-02-02-19.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,431.755859375,1778097350.4647167,interior,True
187,03-01-05-02-02-02-20.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.5368541666666666,48000,Mono,16,,390.119140625,1778097350.954667,interior,True
188,03-01-05-02-02-02-21.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.2375625,48000,Mono,16,,455.1875,1778097351.4462934,interior,True
189,03-01-05-02-02-02-22.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,4.204208333333334,48000,Mono,16,,451.24609375,1778097351.9080627,interior,True
190,03-01-05-02-02-02-23.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,3.3032916666666665,48000,Mono,16,,365.51171875,1778097352.3799083,interior,True
191,03-01-05-02-02-02-24.wav,angry,yell,yell,yell,yell,2,train,RAVDESS,5.105104166666667,48000,Mono,16,,533.771484375,1778097352.8239257,interior,True
192,03-01-07-01-01-01-01.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8705208333333334,48000,Mono,16,,421.439453125,1778097342.4273198,interior,True
193,03-01-07-01-01-01-02.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,403.646484375,1778097342.8046584,interior,True
194,03-01-07-01-01-01-03.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.037375,48000,Mono,16,,427.009765625,1778097343.2578945,interior,True
195,03-01-07-01-01-01-04.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9039166666666665,48000,Mono,16,,422.07421875,1778097343.7024343,interior,True
196,03-01-07-01-01-01-05.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.337666666666666,48000,Mono,16,,454.91015625,1778097344.1004708,interior,True
197,03-01-07-01-01-01-06.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5035,48000,Mono,16,,374.708984375,1778097344.5276244,interior,True
198,03-01-07-01-01-01-07.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5368541666666666,48000,Mono,16,,379.857421875,1778097345.0271688,interior,True
199,03-01-07-01-01-01-08.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,402.228515625,1778097345.4916642,interior,True
200,03-01-07-01-01-01-09.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.403395833333333,48000,Mono,16,,365.2265625,1778097345.9366226,interior,True
201,03-01-07-01-01-01-10.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,405.7890625,1778097346.4115481,interior,True
202,03-01-07-01-01-01-11.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,390.21875,1778097346.8589056,interior,True
203,03-01-07-01-01-01-12.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,396.61328125,1778097347.3463812,interior,True
204,03-01-07-01-01-01-13.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.136458333333333,48000,Mono,16,,342.244140625,1778097347.789989,interior,True
205,03-01-07-01-01-01-14.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7704166666666667,48000,Mono,16,,413.037109375,1778097348.2322614,interior,True
206,03-01-07-01-01-01-15.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,399.556640625,1778097348.6598644,interior,True
207,03-01-07-01-01-01-16.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7704375,48000,Mono,16,,412.060546875,1778097349.1360402,interior,True
208,03-01-07-01-01-01-17.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,408.416015625,1778097349.6067817,interior,True
209,03-01-07-01-01-01-18.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.3043125,48000,Mono,16,,461.982421875,1778097350.069512,interior,True
210,03-01-07-01-01-01-19.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.3043125,48000,Mono,16,,450.521484375,1778097350.5468085,interior,True
211,03-01-07-01-01-01-20.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8705208333333334,48000,Mono,16,,421.41796875,1778097351.0181503,interior,True
212,03-01-07-01-01-01-21.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8037916666666667,48000,Mono,16,,414.53515625,1778097351.5098615,interior,True
213,03-01-07-01-01-01-22.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7036875,48000,Mono,16,,404.318359375,1778097351.984521,interior,True
214,03-01-07-01-01-01-23.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,390.533203125,1778097352.4436083,interior,True
215,03-01-07-01-01-01-24.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.304291666666667,48000,Mono,16,,439.939453125,1778097352.8951876,interior,True
216,03-01-07-01-01-02-01.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,424.56640625,1778097342.4398146,interior,True
217,03-01-07-01-01-02-02.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.636979166666667,48000,Mono,16,,399.400390625,1778097342.8046584,interior,True
218,03-01-07-01-01-02-03.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.970645833333333,48000,Mono,16,,420.75390625,1778097343.262993,interior,True
219,03-01-07-01-01-02-04.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,422.0703125,1778097343.7113605,interior,True
220,03-01-07-01-01-02-05.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,433.015625,1778097344.1004708,interior,True
221,03-01-07-01-01-02-06.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.2709375,48000,Mono,16,,446.658203125,1778097344.5276244,interior,True
222,03-01-07-01-01-02-07.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5035,48000,Mono,16,,376.73046875,1778097345.0400102,interior,True
223,03-01-07-01-01-02-08.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,380.333984375,1778097345.5076163,interior,True
224,03-01-07-01-01-02-09.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5035,48000,Mono,16,,374.611328125,1778097345.9366226,interior,True
225,03-01-07-01-01-02-10.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.2041875,48000,Mono,16,,452.71875,1778097346.4115481,interior,True
226,03-01-07-01-01-02-11.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,383.962890625,1778097346.8919013,interior,True
227,03-01-07-01-01-02-12.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,393.486328125,1778097347.3463812,interior,True
228,03-01-07-01-01-02-13.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.1698333333333335,48000,Mono,16,,345.373046875,1778097347.7961357,interior,True
229,03-01-07-01-01-02-14.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6369583333333333,48000,Mono,16,,400.525390625,1778097348.2322614,interior,True
230,03-01-07-01-01-02-15.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6369583333333333,48000,Mono,16,,390.171875,1778097348.6755345,interior,True
231,03-01-07-01-01-02-16.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,408.935546875,1778097349.1360402,interior,True
232,03-01-07-01-01-02-17.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,395.904296875,1778097349.609292,interior,True
233,03-01-07-01-01-02-18.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.07075,48000,Mono,16,,440.08984375,1778097350.0832121,interior,True
234,03-01-07-01-01-02-19.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.838166666666667,48000,Mono,16,,500.5703125,1778097350.5593824,interior,True
235,03-01-07-01-01-02-20.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,408.90625,1778097351.033813,interior,True
236,03-01-07-01-01-02-21.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.07075,48000,Mono,16,,439.56640625,1778097351.5197875,interior,True
237,03-01-07-01-01-02-22.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,423.087890625,1778097352.0002332,interior,True
238,03-01-07-01-01-02-23.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,390.533203125,1778097352.4463184,interior,True
239,03-01-07-01-01-02-24.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,439.927734375,1778097352.902822,interior,True
240,03-01-07-01-02-01-01.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,424.5703125,1778097342.4455588,interior,True
241,03-01-07-01-02-01-02.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8705416666666665,48000,Mono,16,,421.603515625,1778097342.8203318,interior,True
242,03-01-07-01-02-01-03.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,386.34375,1778097343.2787,interior,True
243,03-01-07-01-02-01-04.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7704375,48000,Mono,16,,409.55859375,1778097343.7113605,interior,True
244,03-01-07-01-02-01-05.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,414.24609375,1778097344.1163561,interior,True
245,03-01-07-01-02-01-06.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,396.607421875,1778097344.5433939,interior,True
246,03-01-07-01-02-01-07.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.4367708333333336,48000,Mono,16,,370.474609375,1778097345.0469882,interior,True
247,03-01-07-01-02-01-08.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9372708333333333,48000,Mono,16,,405.361328125,1778097345.5076163,interior,True
248,03-01-07-01-02-01-09.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.470125,48000,Mono,16,,371.4921875,1778097345.9522557,interior,True
249,03-01-07-01-02-01-10.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8705416666666665,48000,Mono,16,,421.439453125,1778097346.4275393,interior,True
250,03-01-07-01-02-01-11.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.470125,48000,Mono,16,,371.44921875,1778097346.8919013,interior,True
251,03-01-07-01-02-01-12.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,384.1015625,1778097347.3622158,interior,True
252,03-01-07-01-02-01-13.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.2699375,48000,Mono,16,,354.7578125,1778097347.8058245,interior,True
253,03-01-07-01-02-01-14.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,409.908203125,1778097348.2322614,interior,True
254,03-01-07-01-02-01-15.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,393.30078125,1778097348.6755345,interior,True
255,03-01-07-01-02-01-16.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.470125,48000,Mono,16,,383.908203125,1778097349.150076,interior,True
256,03-01-07-01-02-01-17.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,383.390625,1778097349.6207175,interior,True
257,03-01-07-01-02-01-18.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,402.546875,1778097350.0852158,interior,True
258,03-01-07-01-02-01-19.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,438.0078125,1778097350.565638,interior,True
259,03-01-07-01-02-01-20.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6369583333333333,48000,Mono,16,,399.521484375,1778097351.033813,interior,True
260,03-01-07-01-02-01-21.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.636979166666667,48000,Mono,16,,398.8984375,1778097351.525847,interior,True
261,03-01-07-01-02-01-22.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8037916666666667,48000,Mono,16,,413.703125,1778097352.0002332,interior,True
262,03-01-07-01-02-01-23.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.470125,48000,Mono,16,,381.1484375,1778097352.459475,interior,True
263,03-01-07-01-02-01-24.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.004,48000,Mono,16,,430.546875,1778097352.902822,interior,True
264,03-01-07-01-02-02-01.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,418.314453125,1778097342.4532933,interior,True
265,03-01-07-01-02-02-02.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,419.287109375,1778097342.827844,interior,True
266,03-01-07-01-02-02-03.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7704375,48000,Mono,16,,401.984375,1778097343.2787,interior,True
267,03-01-07-01-02-02-04.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8038125,48000,Mono,16,,412.6875,1778097343.7230155,interior,True
268,03-01-07-01-02-02-05.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,398.60546875,1778097344.1214192,interior,True
269,03-01-07-01-02-02-06.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9372708333333333,48000,Mono,16,,415.376953125,1778097344.551716,interior,True
270,03-01-07-01-02-02-07.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5368541666666666,48000,Mono,16,,379.857421875,1778097345.0548766,interior,True
271,03-01-07-01-02-02-08.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,395.9765625,1778097345.5236175,interior,True
272,03-01-07-01-02-02-09.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.403395833333333,48000,Mono,16,,365.2421875,1778097345.9522557,interior,True
273,03-01-07-01-02-02-10.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.2709375,48000,Mono,16,,458.9765625,1778097346.43264,interior,True
274,03-01-07-01-02-02-11.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6703333333333332,48000,Mono,16,,390.21875,1778097346.903186,interior,True
275,03-01-07-01-02-02-12.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,393.486328125,1778097347.3622158,interior,True
276,03-01-07-01-02-02-13.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.2365625,48000,Mono,16,,351.62890625,1778097347.8058245,interior,True
277,03-01-07-01-02-02-14.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7704375,48000,Mono,16,,413.0390625,1778097348.248373,interior,True
278,03-01-07-01-02-02-15.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,430.837890625,1778097348.6912665,interior,True
279,03-01-07-01-02-02-16.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5702291666666666,48000,Mono,16,,393.29296875,1778097349.15803,interior,True
280,03-01-07-01-02-02-17.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5035,48000,Mono,16,,377.134765625,1778097349.6292267,interior,True
281,03-01-07-01-02-02-18.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.371041666666667,48000,Mono,16,,468.23828125,1778097350.0982487,interior,True
282,03-01-07-01-02-02-19.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9372708333333333,48000,Mono,16,,414.95703125,1778097350.5753284,interior,True
283,03-01-07-01-02-02-20.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,418.291015625,1778097351.0515425,interior,True
284,03-01-07-01-02-02-21.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.6036041666666665,48000,Mono,16,,395.767578125,1778097351.525847,interior,True
285,03-01-07-01-02-02-22.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8371666666666666,48000,Mono,16,,416.83203125,1778097352.01587,interior,True
286,03-01-07-01-02-02-23.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.3366666666666664,48000,Mono,16,,368.63671875,1778097352.459475,interior,True
287,03-01-07-01-02-02-24.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,436.802734375,1778097352.918905,interior,True
288,03-01-07-02-01-01-01.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.304291666666667,48000,Mono,16,,462.10546875,1778097342.4595098,interior,True
289,03-01-07-02-01-01-02.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.137458333333333,48000,Mono,16,,447.439453125,1778097342.832412,interior,True
290,03-01-07-02-01-01-03.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,433.265625,1778097343.294788,interior,True
291,03-01-07-02-01-01-04.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.004,48000,Mono,16,,431.455078125,1778097343.727615,interior,True
292,03-01-07-02-01-01-05.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.337666666666666,48000,Mono,16,,454.904296875,1778097344.1276982,interior,True
293,03-01-07-02-01-01-06.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.3043125,48000,Mono,16,,449.787109375,1778097344.5590577,interior,True
294,03-01-07-02-01-01-07.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.137479166666667,48000,Mono,16,,436.166015625,1778097345.0616353,interior,True
295,03-01-07-02-01-01-08.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,417.87109375,1778097345.5236175,interior,True
296,03-01-07-02-01-01-09.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.636979166666667,48000,Mono,16,,387.14453125,1778097345.9681137,interior,True
297,03-01-07-02-01-01-10.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.671333333333333,48000,Mono,16,,496.513671875,1778097346.4432757,interior,True
298,03-01-07-02-01-01-11.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8038125,48000,Mono,16,,402.732421875,1778097346.918916,interior,True
299,03-01-07-02-01-01-12.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.970645833333333,48000,Mono,16,,418.51171875,1778097347.3781557,interior,True
300,03-01-07-02-01-01-13.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.403395833333333,48000,Mono,16,,367.2734375,1778097347.8178508,interior,True
301,03-01-07-02-01-01-14.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.93725,48000,Mono,16,,428.6796875,1778097348.27117,interior,True
302,03-01-07-02-01-01-15.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7036875,48000,Mono,16,,396.427734375,1778097348.6912665,interior,True
303,03-01-07-02-01-01-16.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.2709166666666665,48000,Mono,16,,458.984375,1778097349.1660001,interior,True
304,03-01-07-02-01-01-17.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.204208333333334,48000,Mono,16,,442.826171875,1778097349.641011,interior,True
305,03-01-07-02-01-01-18.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.771416666666667,48000,Mono,16,,505.77734375,1778097350.1009233,interior,True
306,03-01-07-02-01-01-19.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.8048125,48000,Mono,16,,497.4453125,1778097350.5753284,interior,True
307,03-01-07-02-01-01-20.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,443.318359375,1778097351.0515425,interior,True
308,03-01-07-02-01-01-21.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,439.564453125,1778097351.541797,interior,True
309,03-01-07-02-01-01-22.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.2375625,48000,Mono,16,,454.369140625,1778097352.0205534,interior,True
310,03-01-07-02-01-01-23.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.070729166666666,48000,Mono,16,,437.455078125,1778097352.459475,interior,True
311,03-01-07-02-01-01-24.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.337666666666666,48000,Mono,16,,461.828125,1778097352.918905,interior,True
312,03-01-07-02-01-02-01.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,443.337890625,1778097342.4656918,interior,True
313,03-01-07-02-01-02-02.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.137458333333333,48000,Mono,16,,447.439453125,1778097342.836005,interior,True
314,03-01-07-02-01-02-03.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.104104166666667,48000,Mono,16,,433.265625,1778097343.294788,interior,True
315,03-01-07-02-01-02-04.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.037375,48000,Mono,16,,433.478515625,1778097343.7381654,interior,True
316,03-01-07-02-01-02-05.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9038958333333333,48000,Mono,16,,414.2421875,1778097344.132148,interior,True
317,03-01-07-02-01-02-06.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.9372708333333333,48000,Mono,16,,415.380859375,1778097344.5590577,interior,True
318,03-01-07-02-01-02-07.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.404395833333333,48000,Mono,16,,461.18359375,1778097345.0688655,interior,True
319,03-01-07-02-01-02-08.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7704375,48000,Mono,16,,389.720703125,1778097345.5397568,interior,True
320,03-01-07-02-01-02-09.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.5368541666666666,48000,Mono,16,,377.7578125,1778097345.9681137,interior,True
321,03-01-07-02-01-02-10.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.537875,48000,Mono,16,,483.998046875,1778097346.458966,interior,True
322,03-01-07-02-01-02-11.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8038125,48000,Mono,16,,402.732421875,1778097346.918916,interior,True
323,03-01-07-02-01-02-12.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.5378541666666665,48000,Mono,16,,471.6875,1778097347.3781557,interior,True
324,03-01-07-02-01-02-13.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.703708333333333,48000,Mono,16,,395.42578125,1778097347.8214815,interior,True
325,03-01-07-02-01-02-14.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.7370625,48000,Mono,16,,409.912109375,1778097348.27117,interior,True
326,03-01-07-02-01-02-15.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.370041666666667,48000,Mono,16,,365.0703125,1778097348.7069137,interior,True
327,03-01-07-02-01-02-16.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.237583333333333,48000,Mono,16,,455.859375,1778097349.1660001,interior,True
328,03-01-07-02-01-02-17.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,439.697265625,1778097349.659906,interior,True
329,03-01-07-02-01-02-18.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.471145833333333,48000,Mono,16,,477.626953125,1778097350.1166759,interior,True
330,03-01-07-02-01-02-19.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,5.2719375,48000,Mono,16,,541.23828125,1778097350.5913675,interior,True
331,03-01-07-02-01-02-20.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.1040833333333335,48000,Mono,16,,443.31640625,1778097351.0655842,interior,True
332,03-01-07-02-01-02-21.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.037354166666667,48000,Mono,16,,436.43359375,1778097351.541797,interior,True
333,03-01-07-02-01-02-22.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,4.170833333333333,48000,Mono,16,,448.11328125,1778097352.0317318,interior,True
334,03-01-07-02-01-02-23.wav,disgust,crying,crying,crying,crying,2,train,RAVDESS,3.8705208333333334,48000,Mono,16,,418.685546875,1778097352.4754016,interior,True
