"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","emergency"
"137912.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137912.wav","zenodo","train","interior","False"
"137911.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137911.wav","zenodo","train","interior","False"
"137914.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137914.wav","zenodo","train","interior","False"
"137915.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137915.wav","zenodo","train","interior","False"
"137916.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137916.wav","zenodo","train","interior","False"
"137917.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137917.wav","zenodo","train","interior","False"
"101048.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101048.wav","zenodo","train","interior","False"
"137921.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137921.wav","zenodo","train","interior","False"
"137924.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137924.wav","zenodo","train","interior","False"
"101061.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101061.wav","zenodo","train","interior","False"
"101062.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101062.wav","zenodo","train","interior","False"
"137927.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137927.wav","zenodo","train","interior","False"
"137928.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137928.wav","zenodo","train","interior","False"
"137929.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137929.wav","zenodo","train","interior","False"
"137931.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137931.wav","zenodo","train","interior","False"
"137933.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137933.wav","zenodo","train","interior","False"
"137934.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137934.wav","zenodo","train","interior","False"
"111310.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/111310.wav","zenodo","train","interior","False"
"101072.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101072.wav","zenodo","train","interior","False"
"137936.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137936.wav","zenodo","train","interior","False"
"137938.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137938.wav","zenodo","train","interior","False"
"137939.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137939.wav","zenodo","train","interior","False"
"111312.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/111312.wav","zenodo","train","interior","False"
"101077.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101077.wav","zenodo","train","interior","False"
"111315.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/111315.wav","zenodo","train","interior","False"
"137944.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137944.wav","zenodo","train","interior","False"
"137946.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137946.wav","zenodo","train","interior","False"
"137949.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/137949.wav","zenodo","train","interior","False"
"101095.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101095.wav","zenodo","train","interior","False"
"428777.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/428777.wav","zenodo","train","interior","False"
"400106.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/400106.wav","zenodo","train","interior","False"
"101100.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101100.wav","zenodo","train","interior","False"
"101106.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/101106.wav","zenodo","train","interior","False"
"80633.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/80633.wav","zenodo","train","interior","False"
"316170.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/316170.wav","zenodo","train","interior","False"
"80663.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/80663.wav","zenodo","train","interior","False"
"316184.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/316184.wav","zenodo","train","interior","False"
"219941.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/219941.wav","zenodo","train","interior","False"
"273192.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/273192.wav","zenodo","train","interior","False"
"334636.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/334636.wav","zenodo","train","interior","False"
"166737.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/166737.wav","zenodo","train","interior","False"
"72540.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/72540.wav","zenodo","train","interior","False"
"174944.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/174944.wav","zenodo","train","interior","False"
"174948.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/174948.wav","zenodo","train","interior","False"
"174952.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/174952.wav","zenodo","train","interior","False"
"174955.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/174955.wav","zenodo","train","interior","False"
"174958.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/174958.wav","zenodo","train","interior","False"
"174960.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/174960.wav","zenodo","train","interior","False"
"43889.wav","/m/09x0r","[""/m/09x0r"", ""/m/0395lw"", ""/m/09l8g""]","voice","[""voice"", ""alert_low""]","zenodo/43889.wav","zenodo","train","interior","False"
"416635.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416635.wav","zenodo","train","interior","False"
"416636.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416636.wav","zenodo","train","interior","False"
"416637.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416637.wav","zenodo","train","interior","False"
"416638.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416638.wav","zenodo","train","interior","False"
"365439.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/365439.wav","zenodo","train","interior","False"
"416640.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416640.wav","zenodo","train","interior","False"
"416641.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416641.wav","zenodo","train","interior","False"
"416642.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416642.wav","zenodo","train","interior","False"
"416643.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416643.wav","zenodo","train","interior","False"
"416639.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416639.wav","zenodo","train","interior","False"
"416645.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416645.wav","zenodo","train","interior","False"
"416644.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416644.wav","zenodo","train","interior","False"
"416646.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416646.wav","zenodo","train","interior","False"
"416648.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416648.wav","zenodo","train","interior","False"
"416647.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416647.wav","zenodo","train","interior","False"
"416649.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416649.wav","zenodo","train","interior","False"
"416650.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416650.wav","zenodo","train","interior","False"
"416651.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416651.wav","zenodo","train","interior","False"
"416652.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416652.wav","zenodo","train","interior","False"
"416653.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416653.wav","zenodo","train","interior","False"
"416654.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416654.wav","zenodo","train","interior","False"
"416656.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416656.wav","zenodo","train","interior","False"
"416655.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416655.wav","zenodo","train","interior","False"
"416657.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416657.wav","zenodo","train","interior","False"
"416659.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416659.wav","zenodo","train","interior","False"
"416660.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416660.wav","zenodo","train","interior","False"
"416661.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416661.wav","zenodo","train","interior","False"
"416662.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416662.wav","zenodo","train","interior","False"
"416663.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416663.wav","zenodo","train","interior","False"
"416664.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416664.wav","zenodo","train","interior","False"
"416665.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416665.wav","zenodo","train","interior","False"
"416666.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416666.wav","zenodo","train","interior","False"
"416667.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416667.wav","zenodo","train","interior","False"
"31644.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/31644.wav","zenodo","train","interior","False"
"416668.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416668.wav","zenodo","train","interior","False"
"416669.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416669.wav","zenodo","train","interior","False"
"107416.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/107416.wav","zenodo","train","interior","False"
"416670.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416670.wav","zenodo","train","interior","False"
"416671.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416671.wav","zenodo","train","interior","False"
"416674.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416674.wav","zenodo","train","interior","False"
"107424.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/107424.wav","zenodo","train","interior","False"
"416673.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416673.wav","zenodo","train","interior","False"
"416677.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416677.wav","zenodo","train","interior","False"
"416675.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416675.wav","zenodo","train","interior","False"
"416676.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416676.wav","zenodo","train","interior","False"
"416672.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416672.wav","zenodo","train","interior","False"
"416678.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416678.wav","zenodo","train","interior","False"
"416682.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416682.wav","zenodo","train","interior","False"
"416679.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416679.wav","zenodo","train","interior","False"
"416684.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416684.wav","zenodo","train","interior","False"
"187308.wav","/m/0195fx","[""/m/0195fx"", ""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic"", ""voice"", ""yell""]","zenodo/187308.wav","zenodo","train","exterior","False"
"416680.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416680.wav","zenodo","train","interior","False"
"416681.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416681.wav","zenodo","train","interior","False"
"416688.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416688.wav","zenodo","train","interior","False"
"416689.wav","/m/0ytgt","[""/m/0ytgt"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416689.wav","zenodo","train","interior","False"
"48050.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/48050.wav","zenodo","train","interior","False"
"416691.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416691.wav","zenodo","train","interior","False"
"416699.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416699.wav","zenodo","train","interior","False"
"91081.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/91081.wav","zenodo","train","interior","False"
"236496.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/236496.wav","zenodo","train","interior","False"
"33754.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/33754.wav","zenodo","train","interior","False"
"148443.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/148443.wav","zenodo","train","interior","False"
"242661.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/242661.wav","zenodo","train","interior","False"
"422902.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422902.wav","zenodo","train","interior","False"
"422909.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422909.wav","zenodo","train","interior","False"
"422910.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422910.wav","zenodo","train","interior","False"
"422919.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422919.wav","zenodo","train","interior","False"
"422920.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422920.wav","zenodo","train","interior","False"
"422922.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422922.wav","zenodo","train","interior","False"
"422932.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422932.wav","zenodo","train","interior","False"
"422937.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422937.wav","zenodo","train","interior","False"
"429082.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/429082.wav","zenodo","train","interior","False"
"236572.wav","/m/02rtxlg","[""/m/02rtxlg"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/236572.wav","zenodo","train","interior","False"
"422941.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422941.wav","zenodo","train","interior","False"
"422942.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422942.wav","zenodo","train","interior","False"
"422949.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/422949.wav","zenodo","train","interior","False"
"95279.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/95279.wav","zenodo","train","interior","False"
"97346.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/97346.wav","zenodo","train","interior","False"
"97351.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/97351.wav","zenodo","train","interior","False"
"316501.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/316501.wav","zenodo","train","interior","False"
"316504.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/316504.wav","zenodo","train","interior","False"
"97371.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/97371.wav","zenodo","train","interior","False"
"181347.wav","/m/09x0r","[""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g""]","voice","[""voice"", ""yell""]","zenodo/181347.wav","zenodo","train","interior","False"
"416876.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416876.wav","zenodo","train","interior","False"
"236654.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/236654.wav","zenodo","train","interior","False"
"175231.wav","/m/09x0r","[""/m/09x0r"", ""/m/03m9d0z"", ""/m/09l8g""]","voice","[""voice"", ""weather""]","zenodo/175231.wav","zenodo","train","interior","False"
"175232.wav","/m/09x0r","[""/m/09x0r"", ""/m/03m9d0z"", ""/m/09l8g""]","voice","[""voice"", ""weather""]","zenodo/175232.wav","zenodo","train","interior","False"
"175233.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/175233.wav","zenodo","train","interior","False"
"175234.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/175234.wav","zenodo","train","interior","False"
"318595.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/318595.wav","zenodo","train","interior","False"
"265359.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/265359.wav","zenodo","train","interior","False"
"349331.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/349331.wav","zenodo","train","interior","False"
"371864.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/371864.wav","zenodo","train","interior","False"
"177315.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/177315.wav","zenodo","train","interior","False"
"44198.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/44198.wav","zenodo","train","interior","False"
"416936.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/416936.wav","zenodo","train","interior","False"
"72875.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/72875.wav","zenodo","train","interior","False"
"93374.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/93374.wav","zenodo","train","interior","False"
"93384.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/93384.wav","zenodo","train","interior","False"
"406729.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/406729.wav","zenodo","train","interior","False"
"50423.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/50423.wav","zenodo","train","interior","False"
"195846.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/195846.wav","zenodo","train","interior","False"
"29961.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/29961.wav","zenodo","train","interior","False"
"109836.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/109836.wav","zenodo","train","interior","False"
"60689.wav","/m/03qtwd","[""/m/03qtwd"", ""/m/09x0r"", ""/m/09l8g"", ""/t/dd00012""]","Crowd","[""Crowd"", ""voice"", ""Human_group_actions""]","zenodo/60689.wav","zenodo","train","",""
"388383.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/388383.wav","zenodo","train","interior","False"
"109883.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/109883.wav","zenodo","train","interior","False"
"27963.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/27963.wav","zenodo","train","interior","False"
"27965.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/27965.wav","zenodo","train","interior","False"
"27964.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/27964.wav","zenodo","train","interior","False"
"27967.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/27967.wav","zenodo","train","interior","False"
"257344.wav","/m/02rtxlg","[""/m/02rtxlg"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/257344.wav","zenodo","train","interior","False"
"27969.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/27969.wav","zenodo","train","interior","False"
"27970.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/27970.wav","zenodo","train","interior","False"
"429380.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/429380.wav","zenodo","train","interior","False"
"11599.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/11599.wav","zenodo","train","interior","False"
"3411.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/3411.wav","zenodo","train","interior","False"
"341347.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/341347.wav","zenodo","train","interior","False"
"42347.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/42347.wav","zenodo","train","interior","False"
"400747.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/400747.wav","zenodo","train","interior","False"
"42349.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/42349.wav","zenodo","train","interior","False"
"109934.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/109934.wav","zenodo","train","interior","False"
"400748.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/400748.wav","zenodo","train","interior","False"
"42355.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/42355.wav","zenodo","train","interior","False"
"406955.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/406955.wav","zenodo","train","interior","False"
"167340.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/167340.wav","zenodo","train","interior","False"
"245174.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/245174.wav","zenodo","train","interior","False"
"404919.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/404919.wav","zenodo","train","interior","False"
"60859.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/60859.wav","zenodo","train","interior","False"
"13778.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/13778.wav","zenodo","train","interior","False"
"234974.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/234974.wav","zenodo","train","interior","False"
"234975.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/234975.wav","zenodo","train","interior","False"
"128479.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/128479.wav","zenodo","train","interior","False"
"128484.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/128484.wav","zenodo","train","interior","False"
"234994.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/234994.wav","zenodo","train","interior","False"
"161274.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/161274.wav","zenodo","train","interior","False"
"34310.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/34310.wav","zenodo","train","interior","False"
"93704.wav","/m/02zsn","[""/m/02zsn"", ""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/93704.wav","zenodo","train","interior","False"
"34317.wav","/m/09x0r","[""/m/09x0r"", ""/m/09l8g""]","voice","[""voice""]","zenodo/34317.wav","zenodo","train","interior","False"
