	filename	event_label	onset	offset
15134	3672.wav	Speech	2.8323143	6.0464234
15135	3672.wav	Speech	3.115095	3.2456288
15136	3672.wav	Cat	6.806286	8.077211
15137	3672.wav	CarHorn	6.8474884	10.0
15138	13754.wav	Sneeze	3.0104249	3.5372777
15139	13754.wav	Vibrating	9.181674	10.0
15140	153.wav	Notifications	0.4020926	0.96082956
15141	153.wav	CarHorn	1.0319866	2.0093937
15142	153.wav	TrainHorn	2.6218486	9.150176
15143	153.wav	Firefighters	3.9765306	7.829853
15144	153.wav	ManipulatingObjects	5.8586273	10.0
15145	10291.wav	Ambulance	3.0255482	7.056561
15146	10291.wav	ManipulatingObjects	3.5082693	4.529487
15147	10771.wav	Sneeze	3.1064491	3.2866223
15148	10771.wav	Ambulance	5.020641	10.0
15149	10519.wav	Cough	1.3884717	2.4266267
15150	10519.wav	Hit	6.272749	6.9970536
15151	10519.wav	Cat	8.807134	10.0
15152	10519.wav	Yawn	9.010528	10.0
15153	3709.wav	Train	0.3154067	4.812521
15154	3709.wav	Ambulance	1.1824448	7.321192
15155	3709.wav	Police	2.8898532	10.0
15156	3709.wav	Yawn	8.79337	10.0
15157	8034.wav	Ignition	0.8323956	3.0022943
15158	8034.wav	Ambulance	2.0822408	9.967501
15159	8034.wav	Cry	3.9056416	10.0
15160	8034.wav	Cry	6.2182407	9.957289
15161	8034.wav	Thunder	7.5473666	9.8243475
15162	785.wav	TrainHorn	0.7397973	3.3332832
15163	785.wav	Drink	3.8620243	4.421185
15164	785.wav	ManipulatingObjects	5.1288223	6.7370915
15165	785.wav	TruckHorn	5.7064586	8.050039
15166	4706.wav	Helicopter	0.53051203	2.2856045
15167	4706.wav	BoatHorn	0.5372039	3.7970111
15168	4706.wav	Firefighters	7.0224867	8.434069
15169	5363.wav	Firefighters	0.5192277	6.3118
15170	5363.wav	RingTone	5.6036654	10.0
15171	5363.wav	TrainHorn	7.545464	10.0
15172	5363.wav	Yawn	7.7045617	8.601561
15173	3538.wav	Cat	0.46981564	1.4358554
15174	3538.wav	BoatHorn	2.0107741	6.6007056
15175	3538.wav	Cry	3.546059	10.0
15176	3538.wav	CarHorn	6.583748	6.93492
15177	6094.wav	MicrophoneNoise	0.0	10.0
15178	6094.wav	Cry	0.5324122	6.9398394
15179	6094.wav	Window	0.78941	4.9081035
15180	6205.wav	Thunder	4.692344	10.0
15181	6205.wav	Cough	4.72248	7.930436
15182	6205.wav	Dog	5.744186	5.95062
15183	6205.wav	TrainHorn	7.344764	9.409463
15184	6251.wav	Sneeze	3.5892007	4.4171767
15185	6251.wav	Vibrating	6.6942563	7.5083117
15186	6251.wav	Ignition	9.506561	10.0
15187	9430.wav	CarHorn	0.5773445	1.4848667
15188	9430.wav	Crash	1.5164593	2.7056606
15189	9430.wav	Yawn	6.18	9.716834
15190	1694.wav	Cat	5.131327	5.648218
15191	1694.wav	Yawn	6.4837832	8.878589
15192	11555.wav	Thunder	2.4378119	10.0
15193	11555.wav	Yawn	7.3387938	8.846312
15194	11555.wav	CarHorn	7.3753896	7.913222
15195	13853.wav	Firefighters	0.35629106	10.0
15196	13853.wav	Ambulance	0.4341349	10.0
15197	14294.wav	Cat	3.2785597	5.767475
15198	14294.wav	Speech	4.926805	5.217825
15199	14294.wav	Vibrating	7.5802693	9.306803
15200	14294.wav	Vibrating	8.914869	10.0
15201	8803.wav	BoatHorn	1.671294	8.933925
15202	8803.wav	Cough	9.606461	9.833782
15203	2003.wav	Cat	0.76151794	2.1316056
15204	2003.wav	BoatHorn	1.1738831	3.180028
15205	10386.wav	Music	2.896972	8.708362
15206	10386.wav	TrainHorn	4.3034	6.0436463
15207	9735.wav	Speech	1.0805314	10.0
15208	9735.wav	Drink	1.6845663	2.6529949
15209	9735.wav	Speech	2.9785585	4.9596653
15210	4984.wav	Cry	3.7239974	10.0
15211	4984.wav	Ambulance	4.992157	10.0
15212	4984.wav	TruckHorn	5.836358	8.726117
15213	6662.wav	Dog	3.0670583	3.399339
15214	6662.wav	Drift	7.615236	8.675499
15215	5834.wav	TruckHorn	5.8574295	8.063381
15216	5834.wav	TrainHorn	6.445061	10.0
15217	5834.wav	Hit	7.3140163	7.9269156
15218	8717.wav	Cough	5.5446916	5.5957155
15219	8717.wav	Crash	5.835487	7.610872
15220	8717.wav	Ignition	7.245127	9.561674
15221	8717.wav	Yawn	7.7780437	10.0
15222	1731.wav	Cry	1.7182021	9.726032
15223	1731.wav	Truck	3.5121315	5.7097483
15224	7743.wav	Wiper	0.8043869	6.1211047
15225	7743.wav	TrainHorn	2.2820385	4.176673
15226	7743.wav	Notifications	2.5581715	10.0
15227	7743.wav	Sneeze	5.7031417	6.212987
15228	7743.wav	Door	5.849904	6.3028164
15229	5660.wav	Motorcyle	2.5898247	10.0
15230	5660.wav	Vibrating	5.8305545	7.8700495
15231	14571.wav	Helicopter	1.96663	7.6519113
15232	14571.wav	TruckHorn	4.240268	5.684192
15233	14571.wav	Police	4.7452574	7.8897986
15234	14571.wav	Vibrating	6.6798863	7.9541335
15235	14571.wav	Notifications	7.729894	8.137953
15236	4391.wav	Cat	3.243561	4.3564816
15237	4391.wav	Thunder	5.046932	6.2659855
15238	4391.wav	Truck	5.544044	8.362253
15239	2473.wav	WarningBeeps	3.3909304	9.36183
15240	2473.wav	Notifications	3.933954	4.6152706
15241	2473.wav	MicrophoneNoise	4.2172666	8.220615
15242	2473.wav	Cry	4.729976	10.0
15243	8135.wav	Sneeze	0.66716343	1.0689946
15244	8135.wav	Thunder	1.4724549	10.0
15245	8135.wav	Cat	4.2809114	5.2353773
15246	8135.wav	Speech	7.92397	8.064177
15247	2891.wav	Vibrating	0.29940465	0.8755888
15248	2891.wav	CarHorn	6.1708827	10.0
15249	2891.wav	Notifications	7.4497523	7.5110674
15250	3787.wav	Ambulance	4.5741386	10.0
15251	3787.wav	Vibrating	6.06353	6.6938276
15252	3787.wav	Crash	6.5270553	7.7838826
15253	3787.wav	CarHorn	6.764232	8.006844
15254	5065.wav	TrainHorn	1.1568673	10.0
15255	5065.wav	Notifications	1.6923605	1.7632709
15256	5065.wav	Cry	2.3012629	10.0
15257	5065.wav	Dog	4.922195	5.3405914
15258	5065.wav	TruckHorn	6.8395076	9.679709
15259	6674.wav	TruckHorn	5.0769625	7.133092
15260	6674.wav	TrainHorn	5.6204247	10.0
15261	6674.wav	CarHorn	6.634926	10.0
15262	411.wav	Cat	0.27791816	0.9386697
15263	411.wav	Yawn	0.47867852	1.5862547
15264	411.wav	Rain	3.4170303	10.0
15265	4104.wav	Cough	0.7805581	1.0606333
15266	4104.wav	TruckHorn	3.5226998	5.3367248
15267	1116.wav	Firefighters	0.0	10.0
15268	1116.wav	Cry	7.9202304	10.0
15269	13761.wav	Cry	2.3471766	10.0
15270	13761.wav	Airplane	2.8214493	4.444585
15271	13761.wav	BoatHorn	4.3204327	6.8537807
15272	3580.wav	Ambulance	2.2160366	9.196197
15273	3580.wav	Speech	4.556429	10.0
15274	5178.wav	Truck	2.1928275	4.6206155
15275	5178.wav	Thunder	2.689877	9.224142
15276	5178.wav	CarHorn	6.4328394	7.056578
15277	5178.wav	Yawn	9.224544	10.0
15278	13817.wav	RingTone	1.0814497	10.0
15279	13817.wav	Hit	6.3230233	6.899892
15280	297.wav	Cry	0.5215127	7.1333656
15281	297.wav	Wiper	2.2919881	6.694096
15282	297.wav	RingTone	3.1726422	8.767045
15283	297.wav	TruckHorn	5.995837	8.073803
15284	297.wav	Firefighters	6.327332	8.400617
15285	13220.wav	Yawn	3.2240617	4.437868
15286	13220.wav	TrainHorn	4.491867	5.952363
15287	12027.wav	Truck	0.05739971	3.0741675
15288	12027.wav	Truck	1.3234612	8.928029
15289	12027.wav	Ambulance	2.8583984	10.0
15290	12027.wav	Notifications	7.888264	9.456895
15291	5340.wav	WarningBeeps	4.771513	5.754628
15292	5340.wav	Vibrating	5.729847	8.024378
15293	5340.wav	Cry	6.9038486	10.0
15294	5340.wav	Dog	7.3522744	10.0
15295	1575.wav	Window	3.0439174	4.3700976
15296	1575.wav	Ambulance	6.6910543	10.0
15297	9278.wav	Cough	3.4009662	3.6072583
15298	9278.wav	Speech	6.3076916	8.280609
15299	9278.wav	WarningBeeps	6.714996	8.069209
15300	9812.wav	Firefighters	1.1342043	10.0
15301	9812.wav	Police	1.9526451	10.0
15302	3350.wav	Drift	6.7729077	7.8161507
15303	3350.wav	Yawn	6.814055	9.220892
15304	3350.wav	Firefighters	6.8290677	10.0
15305	14676.wav	Cry	2.2033472	10.0
15306	14676.wav	TrainHorn	5.201842	8.922662
15307	14676.wav	ManipulatingObjects	5.3893213	8.412399
15308	14676.wav	Cat	6.3700695	7.2882285
15309	14676.wav	Motorcyle	7.437214	9.8857765
15310	12471.wav	Sneeze	0.8104804	1.6463977
15311	12471.wav	Police	2.0681589	9.455994
15312	12471.wav	Vibrating	4.0290055	5.271949
15313	12471.wav	CarHorn	6.25747	9.025081
15314	12471.wav	Firefighters	8.0649805	10.0
15315	4277.wav	Speech	2.457215	10.0
15316	4277.wav	Hit	8.384586	8.976611
15317	4650.wav	Ambulance	2.2542932	10.0
15318	4650.wav	Cry	4.8346343	7.254135
15319	4650.wav	Cat	6.142205	7.2700047
15320	4650.wav	Cat	6.5247197	8.612499
15321	7356.wav	Notifications	0.27242655	0.668414
15322	7356.wav	WarningBeeps	0.5151406	6.619583
15323	7356.wav	Cat	2.8775532	3.6162148
15324	7356.wav	Firefighters	7.813296	9.53065
15325	10768.wav	Police	1.1938207	10.0
15326	10768.wav	Dog	3.3910189	6.82476
15327	10768.wav	Vibrating	3.970611	5.5980525
15328	10768.wav	Notifications	8.09267	8.845553
15329	12267.wav	Police	2.384275	10.0
15330	12267.wav	Yawn	6.2637353	10.0
15331	12267.wav	Notifications	9.418042	10.0
15332	5815.wav	Cat	0.70646954	1.5766144
15333	5815.wav	Cry	3.39716	4.4509735
15334	5815.wav	Police	3.8082035	5.177674
15335	5815.wav	Wiper	5.89573	10.0
15336	5815.wav	Dog	8.69177	8.893437
15337	4904.wav	Police	2.0080137	4.0957017
15338	4904.wav	BoatHorn	4.331458	8.441241
15339	4904.wav	Wiper	4.844233	10.0
15340	4904.wav	Scream	6.490042	10.0
15341	4904.wav	BoatHorn	7.149196	10.0
15342	375.wav	Dog	6.9871774	10.0
15343	375.wav	Ambulance	7.0264187	10.0
15344	375.wav	Cat	9.180792	9.904406
15345	8949.wav	MicrophoneNoise	0.5116695	0.6781139
15346	8949.wav	Ambulance	1.2351382	10.0
15347	8949.wav	Vibrating	8.323797	9.835477
15348	8949.wav	CarHorn	8.735958	9.260713
15349	8093.wav	RingTone	0.08758564	2.5117152
15350	8093.wav	TrainHorn	3.3613598	10.0
15351	8093.wav	Scream	6.617068	9.311415
15352	8093.wav	Cough	9.434926	9.764541
15353	2478.wav	WarningBeeps	0.16105749	4.346432
15354	2478.wav	Ambulance	6.763673	8.362238
15355	11662.wav	Wiper	1.8361161	10.0
15356	11662.wav	Notifications	2.3268337	2.8934848
15357	11662.wav	CarHorn	9.299545	10.0
15358	1241.wav	ManipulatingObjects	2.1451607	7.972147
15359	1241.wav	Cat	4.036164	4.425143
15360	5272.wav	BoatHorn	2.118875	7.267092
15361	5272.wav	Police	3.0037203	10.0
15362	5272.wav	Dog	5.6699586	10.0
15363	5272.wav	Car	6.3651237	10.0
15364	5272.wav	Motorcyle	7.550545	10.0
15365	11453.wav	Firefighters	1.2870772	7.0672593
15366	11453.wav	Motorcyle	1.9587115	8.690101
15367	11453.wav	Train	2.4563189	5.6190157
15368	11453.wav	Cry	2.690819	10.0
15369	11453.wav	Cat	3.4906461	4.11825
15370	5678.wav	Helicopter	0.50648665	4.6091485
15371	5678.wav	Sneeze	2.7421196	3.2059767
15372	7334.wav	Cat	0.1244564	1.0562599
15373	7334.wav	CarHorn	2.8997293	7.1905155
15374	8661.wav	Cry	2.1223235	10.0
15375	8661.wav	RingTone	6.1668224	9.95811
15376	8661.wav	Ignition	7.3944755	9.401206
15377	8661.wav	TruckHorn	7.9838834	10.0
15378	7750.wav	Vibrating	1.7624977	2.9839191
15379	7750.wav	Speech	4.1109633	6.014214
15380	7750.wav	Hit	7.59558	8.404707
15381	1634.wav	Hail	3.649218	7.203666
15382	1634.wav	Ambulance	5.9163623	10.0
15383	10641.wav	TrainHorn	1.3878664	10.0
15384	10641.wav	Door	4.961552	5.2644815
15385	10641.wav	Vibrating	7.2647696	8.533993
15386	10641.wav	Vibrating	8.883541	9.67851
15387	1957.wav	RingTone	0.19408605	10.0
15388	1957.wav	Window	2.935796	6.702049
15389	1957.wav	TruckHorn	3.8604398	5.9760914
15390	3182.wav	Police	1.2523029	3.863567
15391	3182.wav	Door	1.4678302	2.6512277
15392	3182.wav	Firefighters	4.3227477	6.691929
15393	3182.wav	Notifications	6.131303	8.301027
15394	9647.wav	Truck	0.0	10.0
15395	9647.wav	Wiper	0.8462455	3.6841764
15396	9647.wav	Speech	2.6977804	10.0
15397	9647.wav	Cough	4.249701	7.0787888
15398	9647.wav	Speech	5.407124	10.0
15399	1729.wav	Wiper	0.8595229	4.682075
15400	1729.wav	Ambulance	1.7719338	6.7472315
15401	1729.wav	Firefighters	2.1525664	10.0
15402	1729.wav	Vibrating	3.3341033	4.513835
15403	1729.wav	Ambulance	3.6685233	5.808135
15404	10602.wav	Sneeze	1.4019129	2.0648577
15405	10602.wav	TrainHorn	5.9281945	10.0
15406	10602.wav	TruckHorn	8.213582	10.0
15407	11975.wav	TruckHorn	0.3398384	1.8557566
15408	11975.wav	BoatHorn	0.53814316	3.7336462
15409	11975.wav	Sing	2.3205054	4.730096
15410	11975.wav	Dog	4.941961	8.931528
15411	8732.wav	Vibrating	0.6942046	2.0814059
15412	8732.wav	CarHorn	4.235396	4.304678
15413	8732.wav	Train	8.717231	9.921917
15414	5827.wav	Sing	5.234561	10.0
15415	5827.wav	TrainHorn	5.710308	8.476591
15416	5827.wav	CarHorn	6.1464314	8.09175
15417	5827.wav	Cat	6.675267	7.19953
15418	816.wav	Firefighters	3.1293564	5.8077154
15419	816.wav	Vibrating	4.0312533	4.8785434
15420	816.wav	Motorcyle	4.8888125	5.6242533
15421	13995.wav	Cry	0.26618344	6.7350216
15422	13995.wav	Firefighters	1.7074598	10.0
15423	13995.wav	RingTone	3.460877	9.533898
15424	1794.wav	RingTone	1.2537719	7.88877
15425	1794.wav	Vibrating	3.458416	3.9847093
15426	1794.wav	Drink	3.937393	4.1915545
15427	11091.wav	Firefighters	2.6797924	9.450194
15428	11091.wav	Thunder	3.783374	6.629434
15429	11091.wav	Dog	8.259193	9.787822
15430	11060.wav	Drink	3.232	3.7960715
15431	11060.wav	Firefighters	4.510237	6.7029047
15432	11060.wav	ManipulatingObjects	7.471764	10.0
15433	9113.wav	Sneeze	0.54374135	1.2706419
15434	9113.wav	CarHorn	0.89442146	2.0348303
15435	9113.wav	Speech	5.194566	9.240703
15436	10831.wav	Vibrating	0.85406077	1.9910457
15437	10831.wav	BoatHorn	3.5533996	9.941333
15438	10831.wav	Ambulance	6.436389	6.4632087
15439	10153.wav	Music	1.2423028	10.0
15440	10153.wav	Music	2.0133235	5.991492
15441	10153.wav	Police	2.5026557	6.2899313
15442	10153.wav	Notifications	8.733168	9.061392
15443	12112.wav	Cry	2.2685409	9.895562
15444	12112.wav	Dog	4.54647	10.0
15445	12112.wav	Speech	7.564665	9.356234
15446	11924.wav	Wiper	1.7651614	10.0
15447	11924.wav	Cough	2.042157	9.204479
15448	11924.wav	Cat	6.203821	7.332476
15449	11924.wav	Car	8.487691	10.0
15450	13959.wav	Police	0.0	10.0
15451	13959.wav	Notifications	2.9557757	3.6805637
15452	13959.wav	Dog	3.9828377	4.3650656
15453	9013.wav	Dog	2.4885747	4.68322
15454	9013.wav	Cat	7.9930987	8.717881
15455	14008.wav	Police	0.11854568	10.0
15456	14008.wav	Cough	1.0794802	3.1334622
15457	14008.wav	Notifications	1.8380034	2.525113
15458	14008.wav	Cat	3.4834332	5.5916095
15459	14008.wav	RingTone	8.924114	9.072784
15460	9622.wav	Sneeze	1.0479901	1.8650705
15461	9622.wav	BoatHorn	1.2047135	10.0
15462	9622.wav	Ambulance	1.359004	6.27517
15463	1586.wav	Speech	0.64022875	1.0933286
15464	1586.wav	Yawn	5.406259	6.693402
15465	502.wav	Train	2.2072043	4.6790767
15466	502.wav	Cough	4.505766	4.68713
15467	502.wav	Music	5.302612	6.9637923
15468	502.wav	Yawn	7.178707	9.501571
15469	1964.wav	TruckHorn	4.018553	5.769447
15470	1964.wav	Window	5.735515	8.897926
15471	1964.wav	Notifications	7.61559	8.353936
15472	8513.wav	Cat	0.43270442	0.9483036
15473	8513.wav	Wiper	1.0352185	10.0
15474	8513.wav	Cry	1.5483954	3.221913
15475	8513.wav	Laughter	7.8611608	10.0
15476	8513.wav	Sneeze	7.8667626	8.356337
15477	7755.wav	Hit	5.1446047	5.8600183
15478	7755.wav	Cough	6.8097453	7.0665727
15479	7755.wav	TruckHorn	6.930775	9.424781
15480	1117.wav	Police	3.4311664	10.0
15481	1117.wav	Ambulance	4.8934674	6.750974
15482	1117.wav	Drink	9.459337	10.0
15483	2554.wav	Dog	0.76689607	0.941773
15484	2554.wav	WarningBeeps	3.3125575	4.6233087
15485	2554.wav	Speech	4.422047	6.659463
15486	2554.wav	TruckHorn	7.7282405	9.579305
15487	2554.wav	Drink	8.4059925	8.656766
15488	9828.wav	Cat	1.5045197	3.9638286
15489	9828.wav	Police	1.7275417	4.420799
15490	9828.wav	Rain	2.321769	10.0
15491	6112.wav	Window	2.34506	6.27131
15492	6112.wav	RingTone	4.5822773	10.0
15493	13253.wav	TrainHorn	1.563656	4.2438703
15494	13253.wav	Speech	5.123212	6.584767
15495	12742.wav	CarHorn	0.4186387	1.4548988
15496	12742.wav	Train	2.4667077	9.10209
15497	12742.wav	BoatHorn	2.6775517	5.5926237
15498	12742.wav	TrainHorn	3.3962939	6.8881745
15499	6401.wav	Drink	1.6062806	3.569444
15500	6401.wav	WarningBeeps	3.8455946	8.902906
15501	6401.wav	Notifications	4.622112	6.9556713
15502	6401.wav	Notifications	8.373617	9.081125
15503	6401.wav	Cough	9.531234	9.871762
15504	2623.wav	Scream	2.186615	3.7616217
15505	2623.wav	Yawn	3.542577	4.368431
15506	2623.wav	Cough	4.533059	5.657605
15507	2623.wav	Truck	5.3861566	9.255528
15508	2623.wav	Dog	5.8243446	6.276894
15509	10657.wav	TruckHorn	1.0495887	1.964488
15510	10657.wav	Truck	3.19478	10.0
15511	10657.wav	Ambulance	3.4839864	10.0
15512	10657.wav	Vibrating	5.5456734	6.365891
15513	1087.wav	BoatHorn	0.33829194	5.9009886
15514	1087.wav	TrainHorn	0.8961894	4.581029
15515	1087.wav	Truck	1.0903248	10.0
15516	1087.wav	Cat	3.1349635	3.762507
15517	14875.wav	Yawn	3.1321573	4.8976254
15518	14875.wav	Yawn	4.285933	6.0148406
15519	14875.wav	Vibrating	5.203425	6.838651
15520	2553.wav	Police	0.9138558	8.23302
15521	2553.wav	ManipulatingObjects	1.3877696	7.4919806
15522	2553.wav	Sneeze	5.763164	5.966294
15523	2553.wav	Notifications	7.0145707	7.419159
15524	11837.wav	Dog	3.7763233	4.014198
15525	11837.wav	Music	5.8694596	10.0
15526	10020.wav	Ambulance	1.3799357	8.155375
15527	10020.wav	Cry	4.176459	10.0
15528	10020.wav	BoatHorn	5.890535	10.0
15529	10020.wav	Yawn	8.054245	10.0
15530	12865.wav	CarHorn	0.58437955	0.6485614
15531	12865.wav	Ambulance	4.0314126	10.0
15532	12865.wav	Truck	4.145758	10.0
15533	12865.wav	RingTone	4.7800894	10.0
15534	12221.wav	Helicopter	3.348847	5.32311
15535	12221.wav	Cat	4.3179865	5.736914
15536	12221.wav	Notifications	4.348836	5.811283
15537	12221.wav	Cry	5.7112393	10.0
15538	10531.wav	TruckHorn	0.7603316	2.8076334
15539	10531.wav	Wiper	2.0625625	10.0
15540	10531.wav	Helicopter	7.7030096	10.0
15541	11414.wav	Notifications	4.003304	4.0741277
15542	11414.wav	Ambulance	4.1854258	10.0
15543	11414.wav	Ambulance	8.485021	10.0
15544	11075.wav	Ambulance	0.05021035	8.498778
15545	11075.wav	Ambulance	0.9706919	10.0
15546	11075.wav	Thunder	6.516019	10.0
15547	8966.wav	Ambulance	1.0961124	6.1482315
15548	8966.wav	Sing	1.1495912	4.2569723
15549	8966.wav	Wiper	3.8477416	6.882523
15550	4542.wav	Firefighters	1.1408558	7.5652637
15551	4542.wav	TrainHorn	3.0374577	10.0
15552	4542.wav	CarHorn	6.260974	8.246118
15553	4542.wav	RingTone	8.061063	10.0
15554	14457.wav	Vibrating	6.3472652	7.7556577
15555	14457.wav	Firefighters	6.764168	10.0
15556	14457.wav	Music	7.431458	10.0
15557	14457.wav	Door	7.6322794	9.041308
15558	12506.wav	Thunder	1.0938048	10.0
15559	12506.wav	CarHorn	4.795489	9.573229
15560	12506.wav	Window	7.760434	10.0
15561	3268.wav	Notifications	2.6585324	9.191533
15562	3268.wav	TrainHorn	5.7244387	10.0
15563	3268.wav	Cough	7.136448	7.399065
15564	3268.wav	Cat	7.2291756	10.0
15565	3268.wav	TruckHorn	7.531852	10.0
15566	11201.wav	Car	4.431195	9.115605
15567	11201.wav	Firefighters	4.484462	6.5189047
15568	2076.wav	TruckHorn	6.4804125	8.627058
15569	2076.wav	Hit	6.61768	7.173811
15570	11760.wav	Ignition	2.1691587	4.8570657
15571	11760.wav	Cough	3.70874	3.823404
15572	11760.wav	Firefighters	4.50458	10.0
15573	11760.wav	TruckHorn	6.2794957	8.309901
15574	4148.wav	Firefighters	2.87706	8.817185
15575	4148.wav	Cough	3.6742005	4.273427
15576	4148.wav	TruckHorn	8.217896	10.0
15577	4148.wav	Cat	9.494821	10.0
15578	10589.wav	Speech	0.73528343	5.337599
15579	10589.wav	Hail	4.722747	8.792112
15580	10589.wav	Sneeze	7.30647	8.081747
15581	10398.wav	Sing	0.38625726	10.0
15582	10398.wav	Truck	4.441448	10.0
15583	10398.wav	TrainHorn	6.049102	7.9038157
15584	9526.wav	Rain	3.6438518	8.655818
15585	9526.wav	Firefighters	4.467709	6.992234
15586	9526.wav	Thunder	7.0173235	10.0
15587	9526.wav	Speech	8.134526	10.0
15588	10457.wav	Scream	0.53527224	3.2682192
15589	10457.wav	Notifications	0.8239576	1.0875677
15590	10457.wav	RingTone	7.98303	10.0
15591	5396.wav	TrainHorn	3.228181	9.030363
15592	5396.wav	Thunder	5.330164	6.6234365
15593	5396.wav	RingTone	6.128465	10.0
15594	14270.wav	Ambulance	0.0	10.0
15595	14270.wav	Airplane	5.998173	10.0
15596	14576.wav	Police	0.6980222	10.0
15597	14576.wav	Dog	4.8788943	5.124614
15598	14576.wav	Airplane	4.885306	6.886284
15599	14576.wav	Car	5.080327	7.425702
15600	14576.wav	Notifications	5.5730276	8.024676
15601	11253.wav	Yawn	0.5546065	2.2078342
15602	11253.wav	Hail	0.5672485	10.0
15603	11253.wav	TrainHorn	7.054972	9.228968
15604	147.wav	CarHorn	5.2610564	5.7531934
15605	147.wav	CarHorn	8.193744	8.4973955
15606	147.wav	Vibrating	8.50655	9.32197
15607	147.wav	Cough	8.555581	8.624475
15608	147.wav	Door	9.021404	9.439621
15609	13524.wav	Scream	3.2457852	5.1380596
15610	13524.wav	Laughter	4.474995	8.882373
15611	13524.wav	CarHorn	6.6709867	7.834708
15612	5513.wav	RingTone	0.30782104	8.348055
15613	5513.wav	Vibrating	1.2721215	2.520766
15614	5513.wav	BoatHorn	3.2282875	6.289669
15615	5513.wav	WarningBeeps	5.319645	9.775472
15616	5513.wav	Drift	7.570469	10.0
15617	9711.wav	Cough	4.2418556	5.288148
15618	9711.wav	Sneeze	9.060857	9.690236
15619	13273.wav	MicrophoneNoise	0.79626	0.9861055
15620	13273.wav	RingTone	3.7104328	10.0
15621	13273.wav	RingTone	4.188962	7.4277253
15622	9859.wav	Yawn	2.753373	6.6375546
15623	9859.wav	WarningBeeps	6.0782437	10.0
15624	8340.wav	Cough	0.75976527	1.0006264
15625	8340.wav	TruckHorn	0.76405257	2.9647884
15626	8340.wav	Ignition	0.958518	1.6199145
15627	8340.wav	Cough	3.9938748	6.5761433
15628	4835.wav	Ambulance	2.7430124	4.842413
15629	4835.wav	Window	4.0919385	9.450464
15630	4835.wav	Cry	5.3898463	10.0
15631	4835.wav	Vibrating	7.6343803	10.0
15632	7672.wav	Thunder	0.0038947857	5.3761754
15633	7672.wav	TruckHorn	5.1626754	7.2107797
15634	7672.wav	TrainHorn	6.274215	10.0
15635	8158.wav	Vibrating	2.1256323	3.6846485
15636	8158.wav	TruckHorn	4.7101345	7.3466516
15637	8158.wav	Notifications	6.139411	10.0
15638	8158.wav	TrainHorn	7.5689826	10.0
15639	5285.wav	Ambulance	3.619915	9.946696
15640	5285.wav	TrainHorn	6.2411494	10.0
15641	5285.wav	Vibrating	7.3525653	9.885261
15642	5285.wav	TrainHorn	7.5175	10.0
15643	3041.wav	BoatHorn	1.6057864	5.306307
15644	3041.wav	Ambulance	1.9626763	3.7688434
15645	3041.wav	Yawn	3.7984593	5.2772765
15646	3041.wav	Sneeze	8.027618	8.584231
15647	14942.wav	Scream	7.146707	10.0
15648	14942.wav	TrainHorn	7.710194	10.0
15649	14942.wav	Cat	8.049013	8.813624
15650	14942.wav	Dog	8.05192	10.0
15651	2722.wav	BoatHorn	0.0	10.0
15652	2722.wav	Cat	5.863115	6.7252903
15653	2108.wav	TrainHorn	2.442692	10.0
15654	2108.wav	Firefighters	6.3175154	10.0
15655	2108.wav	Laughter	8.262103	9.391091
15656	13425.wav	TrainHorn	3.7773938	5.295494
15657	13425.wav	TruckHorn	5.4052114	8.017718
15658	13425.wav	Thunder	5.529394	6.066912
15659	8849.wav	TruckHorn	0.051944938	1.6639795
15660	8849.wav	Laughter	1.7117457	3.1393237
15661	1541.wav	RingTone	2.582999	3.1816862
15662	1541.wav	Ambulance	3.7640429	6.5424185
15663	1541.wav	TrainHorn	5.8415055	10.0
15664	11131.wav	Ambulance	3.4670393	10.0
15665	11131.wav	Ignition	5.025658	10.0
15666	6889.wav	Door	4.0093775	4.384562
15667	6889.wav	BoatHorn	4.94969	8.128497
15668	6889.wav	BoatHorn	6.453339	9.535295
15669	13547.wav	RingTone	5.1777716	10.0
15670	13547.wav	Truck	5.6339374	6.632138
15671	13547.wav	Firefighters	7.8316207	9.05102
15672	8985.wav	Hail	3.286387	3.383797
15673	8985.wav	Cry	3.4553487	10.0
15674	8985.wav	Wiper	5.3336983	10.0
15675	8985.wav	TruckHorn	6.7929335	8.684687
15676	8985.wav	Vibrating	8.067989	9.374037
15677	8456.wav	Cat	1.1959355	1.7091182
15678	8456.wav	Speech	2.5795653	10.0
15679	8456.wav	TruckHorn	3.1573658	4.7635202
15680	8456.wav	Wiper	3.2324123	8.2619505
15681	314.wav	Police	0.0	10.0
15682	314.wav	Yawn	1.7121212	3.1257637
15683	314.wav	Cough	3.0633535	4.119639
15684	314.wav	Truck	7.340083	10.0
15685	314.wav	Rain	8.398995	10.0
15686	11139.wav	Ambulance	4.9057517	9.530947
15687	11139.wav	Sing	5.328135	9.454117
15688	8887.wav	Cry	3.8550053	10.0
15689	8887.wav	Scream	5.6011467	7.5678186
15690	8887.wav	CarHorn	7.8296375	8.888876
15691	6188.wav	BoatHorn	0.5598684	3.1720295
15692	6188.wav	TrainHorn	0.6778243	10.0
15693	6188.wav	Notifications	2.8757422	3.1607454
15694	3785.wav	Cough	0.0	10.0
15695	3785.wav	BoatHorn	0.14008492	3.1686256
15696	3785.wav	Firefighters	4.024932	9.975829
15697	3785.wav	Cough	4.812267	5.124721
15698	3785.wav	Vibrating	7.393503	10.0
