old_filename,new_filename,event_label,onset,offset,output_path
11270.wav,11270_Police_11905.wav,Police,4.535608,9.648186,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11270_Police_11905.wav
13217.wav,13217_CarHorn_11907.wav,CarHorn,0.02886351,0.7600398,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13217_CarHorn_11907.wav
1305.wav,1305_Yawn_11909.wav,Yawn,0.6490095,3.119562,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1305_Yawn_11909.wav
1305.wav,1305_Cat_11910.wav,Cat,2.2361126,3.1250145,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1305_Cat_11910.wav
1305.wav,1305_Crash_11911.wav,Crash,4.5155077,5.1148043,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1305_Crash_11911.wav
1305.wav,1305_TruckHorn_11913.wav,TruckHorn,5.815613,7.0198727,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1305_TruckHorn_11913.wav
5614.wav,5614_CarHorn_11915.wav,CarHorn,5.263638,6.79612,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5614_CarHorn_11915.wav
5614.wav,5614_Firefighters_11916.wav,Firefighters,6.477155,8.793166,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5614_Firefighters_11916.wav
5614.wav,5614_Cough_11917.wav,Cough,9.107357,9.579576,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5614_Cough_11917.wav
7086.wav,7086_Police_11918.wav,Police,1.398555,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/7086_Police_11918.wav
7086.wav,7086_Dog_11919.wav,Dog,5.082521,9.701424,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/7086_Dog_11919.wav
7086.wav,7086_CarHorn_11920.wav,CarHorn,6.6197286,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/7086_CarHorn_11920.wav
7086.wav,7086_Firefighters_11921.wav,Firefighters,7.037856,8.04279,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/7086_Firefighters_11921.wav
13730.wav,13730_Notifications_11923.wav,Notifications,4.7089586,5.2694206,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13730_Notifications_11923.wav
12043.wav,12043_Cry_11924.wav,Cry,2.028448,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12043_Cry_11924.wav
12043.wav,12043_Yawn_11925.wav,Yawn,5.851243,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12043_Yawn_11925.wav
12043.wav,12043_Scream_11927.wav,Scream,7.830929,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12043_Scream_11927.wav
4343.wav,4343_Rain_11931.wav,Rain,4.782372,9.738715,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4343_Rain_11931.wav
6364.wav,6364_TruckHorn_11933.wav,TruckHorn,2.8054478,5.3155036,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6364_TruckHorn_11933.wav
6364.wav,6364_RingTone_11934.wav,RingTone,4.458459,7.565011,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6364_RingTone_11934.wav
6364.wav,6364_BoatHorn_11935.wav,BoatHorn,5.812984,7.823358,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6364_BoatHorn_11935.wav
6364.wav,6364_Cat_11936.wav,Cat,8.2534075,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6364_Cat_11936.wav
12322.wav,12322_Cry_11937.wav,Cry,0.88095206,6.6252375,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12322_Cry_11937.wav
12322.wav,12322_Cough_11938.wav,Cough,3.5831609,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12322_Cough_11938.wav
12322.wav,12322_RingTone_11939.wav,RingTone,5.812196,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12322_RingTone_11939.wav
12322.wav,12322_Crash_11940.wav,Crash,6.3070707,8.049007,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12322_Crash_11940.wav
928.wav,928_Police_11941.wav,Police,2.4468074,3.9008958,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/928_Police_11941.wav
4241.wav,4241_Firefighters_11943.wav,Firefighters,3.7011428,5.4235387,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4241_Firefighters_11943.wav
4241.wav,4241_Car_11944.wav,Car,7.4119744,9.696098,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4241_Car_11944.wav
5162.wav,5162_BoatHorn_11945.wav,BoatHorn,0.24887428,4.699938,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5162_BoatHorn_11945.wav
5162.wav,5162_Notifications_11946.wav,Notifications,5.2455716,5.786944,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5162_Notifications_11946.wav
5162.wav,5162_Scream_11947.wav,Scream,5.5580206,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5162_Scream_11947.wav
14593.wav,14593_BoatHorn_11948.wav,BoatHorn,0.5659759,2.831325,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14593_BoatHorn_11948.wav
14593.wav,14593_Firefighters_11949.wav,Firefighters,0.7339957,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14593_Firefighters_11949.wav
14593.wav,14593_Crash_11950.wav,Crash,5.8035374,7.757566,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14593_Crash_11950.wav
864.wav,864_Cough_11951.wav,Cough,1.9123213,2.537358,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/864_Cough_11951.wav
864.wav,864_Window_11952.wav,Window,2.313921,5.605623,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/864_Window_11952.wav
864.wav,864_Cat_11953.wav,Cat,5.9389563,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/864_Cat_11953.wav
11551.wav,11551_Cry_11954.wav,Cry,6.4305644,9.285354,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11551_Cry_11954.wav
1114.wav,1114_Airplane_11957.wav,Airplane,1.9606885,3.8523374,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1114_Airplane_11957.wav
1114.wav,1114_RingTone_11958.wav,RingTone,3.6332676,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1114_RingTone_11958.wav
10147.wav,10147_RingTone_11962.wav,RingTone,8.017958,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10147_RingTone_11962.wav
3450.wav,3450_Ambulance_11963.wav,Ambulance,1.9737616,8.717575,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3450_Ambulance_11963.wav
3450.wav,3450_Cry_11964.wav,Cry,3.879792,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3450_Cry_11964.wav
3085.wav,3085_Rain_11967.wav,Rain,4.4221244,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3085_Rain_11967.wav
3085.wav,3085_Cry_11968.wav,Cry,5.5949345,7.4683285,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3085_Cry_11968.wav
8997.wav,8997_Ambulance_11969.wav,Ambulance,2.0513718,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8997_Ambulance_11969.wav
8997.wav,8997_Police_11970.wav,Police,4.971583,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8997_Police_11970.wav
8997.wav,8997_Window_11971.wav,Window,6.454266,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8997_Window_11971.wav
8997.wav,8997_Yawn_11972.wav,Yawn,8.36854,9.4409685,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8997_Yawn_11972.wav
9582.wav,9582_Car_11973.wav,Car,1.3834152,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9582_Car_11973.wav
9582.wav,9582_Dog_11975.wav,Dog,3.463976,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9582_Dog_11975.wav
9582.wav,9582_BoatHorn_11976.wav,BoatHorn,6.801053,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9582_BoatHorn_11976.wav
9582.wav,9582_Notifications_11977.wav,Notifications,9.842896,9.907917,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9582_Notifications_11977.wav
4360.wav,4360_Dog_11978.wav,Dog,2.5386267,2.8776624,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4360_Dog_11978.wav
4360.wav,4360_CarHorn_11979.wav,CarHorn,4.6571503,5.2151265,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4360_CarHorn_11979.wav
4360.wav,4360_Train_11980.wav,Train,4.6707506,7.517843,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4360_Train_11980.wav
9329.wav,9329_Cry_11983.wav,Cry,3.8659782,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9329_Cry_11983.wav
9329.wav,9329_TruckHorn_11984.wav,TruckHorn,5.7405562,8.323977,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9329_TruckHorn_11984.wav
12011.wav,12011_Motorcyle_11986.wav,Motorcyle,0.0,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12011_Motorcyle_11986.wav
12011.wav,12011_Yawn_11987.wav,Yawn,0.50258857,1.9412065,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12011_Yawn_11987.wav
12011.wav,12011_Cat_11988.wav,Cat,0.91546607,2.1754117,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12011_Cat_11988.wav
12011.wav,12011_Yawn_11989.wav,Yawn,1.7650607,2.6197314,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12011_Yawn_11989.wav
12011.wav,12011_Yawn_11990.wav,Yawn,3.401284,6.8087206,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12011_Yawn_11990.wav
10517.wav,10517_Cry_11991.wav,Cry,0.7803478,6.1559515,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10517_Cry_11991.wav
10517.wav,10517_Firefighters_11992.wav,Firefighters,2.247443,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10517_Firefighters_11992.wav
10517.wav,10517_Firefighters_11994.wav,Firefighters,4.6292562,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10517_Firefighters_11994.wav
10517.wav,10517_Yawn_11995.wav,Yawn,7.8574753,9.525843,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10517_Yawn_11995.wav
13271.wav,13271_Helicopter_11996.wav,Helicopter,0.73384756,6.9693003,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13271_Helicopter_11996.wav
13271.wav,13271_Cough_11998.wav,Cough,3.7471187,4.6687737,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13271_Cough_11998.wav
13271.wav,13271_Ambulance_11999.wav,Ambulance,4.4380465,6.047025,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13271_Ambulance_11999.wav
13271.wav,13271_BoatHorn_12000.wav,BoatHorn,6.1581216,8.36405,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13271_BoatHorn_12000.wav
5152.wav,5152_Thunder_12003.wav,Thunder,6.5745173,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5152_Thunder_12003.wav
5152.wav,5152_Scream_12004.wav,Scream,6.981898,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5152_Scream_12004.wav
8797.wav,8797_Firefighters_12005.wav,Firefighters,0.13373877,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8797_Firefighters_12005.wav
8797.wav,8797_Cry_12006.wav,Cry,3.3017852,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8797_Cry_12006.wav
8797.wav,8797_Notifications_12007.wav,Notifications,6.069989,9.528155,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8797_Notifications_12007.wav
8602.wav,8602_Firefighters_12010.wav,Firefighters,1.9905963,9.173562,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8602_Firefighters_12010.wav
8602.wav,8602_Firefighters_12011.wav,Firefighters,4.0689125,9.666375,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/8602_Firefighters_12011.wav
9717.wav,9717_Motorcyle_12013.wav,Motorcyle,2.0278397,5.0369697,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9717_Motorcyle_12013.wav
9717.wav,9717_Cry_12014.wav,Cry,5.0217233,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9717_Cry_12014.wav
9717.wav,9717_Cry_12015.wav,Cry,5.370828,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9717_Cry_12015.wav
9717.wav,9717_TruckHorn_12016.wav,TruckHorn,7.691396,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/9717_TruckHorn_12016.wav
3463.wav,3463_Yawn_12017.wav,Yawn,2.8208811,3.5566697,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3463_Yawn_12017.wav
3463.wav,3463_Notifications_12018.wav,Notifications,3.2359374,6.0630894,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3463_Notifications_12018.wav
3463.wav,3463_TrainHorn_12019.wav,TrainHorn,5.9471135,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3463_TrainHorn_12019.wav
3463.wav,3463_TruckHorn_12020.wav,TruckHorn,8.028656,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3463_TruckHorn_12020.wav
14741.wav,14741_Ambulance_12021.wav,Ambulance,2.3932123,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14741_Ambulance_12021.wav
14741.wav,14741_Ambulance_12022.wav,Ambulance,5.5388083,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14741_Ambulance_12022.wav
14741.wav,14741_TruckHorn_12023.wav,TruckHorn,7.952975,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14741_TruckHorn_12023.wav
11877.wav,11877_Rain_12024.wav,Rain,0.8917435,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11877_Rain_12024.wav
11877.wav,11877_CarHorn_12025.wav,CarHorn,2.9719985,5.075995,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11877_CarHorn_12025.wav
10874.wav,10874_Rain_12028.wav,Rain,2.9227428,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10874_Rain_12028.wav
10874.wav,10874_Cry_12029.wav,Cry,6.0291395,7.4587727,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10874_Cry_12029.wav
10271.wav,10271_Cough_12031.wav,Cough,0.7088261,7.2540708,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10271_Cough_12031.wav
10271.wav,10271_Cat_12032.wav,Cat,2.7938168,3.590484,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10271_Cat_12032.wav
10506.wav,10506_Yawn_12036.wav,Yawn,7.1034865,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10506_Yawn_12036.wav
10506.wav,10506_Yawn_12037.wav,Yawn,8.435392,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/10506_Yawn_12037.wav
2752.wav,2752_Ignition_12038.wav,Ignition,3.7889533,5.968352,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/2752_Ignition_12038.wav
2752.wav,2752_Firefighters_12039.wav,Firefighters,7.8662634,9.852358,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/2752_Firefighters_12039.wav
2752.wav,2752_Notifications_12040.wav,Notifications,8.469155,8.97755,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/2752_Notifications_12040.wav
6499.wav,6499_Motorcyle_12042.wav,Motorcyle,0.0,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6499_Motorcyle_12042.wav
6499.wav,6499_Door_12043.wav,Door,0.77574927,1.142276,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6499_Door_12043.wav
6499.wav,6499_Notifications_12044.wav,Notifications,4.1902723,5.056125,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6499_Notifications_12044.wav
11976.wav,11976_Train_12045.wav,Train,2.9969647,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11976_Train_12045.wav
11976.wav,11976_Dog_12046.wav,Dog,3.6563103,4.773577,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11976_Dog_12046.wav
11317.wav,11317_Firefighters_12047.wav,Firefighters,3.0380604,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11317_Firefighters_12047.wav
11317.wav,11317_BoatHorn_12049.wav,BoatHorn,8.253796,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11317_BoatHorn_12049.wav
12236.wav,12236_TruckHorn_12051.wav,TruckHorn,1.3536632,3.6273353,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12236_TruckHorn_12051.wav
12236.wav,12236_Cough_12052.wav,Cough,4.8926277,5.9646406,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/12236_Cough_12052.wav
13922.wav,13922_Firefighters_12053.wav,Firefighters,1.1762635,3.0936127,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13922_Firefighters_12053.wav
13922.wav,13922_Ambulance_12055.wav,Ambulance,3.6623433,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13922_Ambulance_12055.wav
13922.wav,13922_Hit_12056.wav,Hit,4.504244,5.0110183,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13922_Hit_12056.wav
13922.wav,13922_Notifications_12057.wav,Notifications,5.7712345,6.5247064,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13922_Notifications_12057.wav
11918.wav,11918_Cat_12058.wav,Cat,3.7449603,4.5936255,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11918_Cat_12058.wav
11918.wav,11918_Firefighters_12059.wav,Firefighters,4.7778025,7.895474,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11918_Firefighters_12059.wav
11158.wav,11158_Notifications_12062.wav,Notifications,4.9004836,5.59303,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11158_Notifications_12062.wav
11158.wav,11158_TrainHorn_12063.wav,TrainHorn,5.544326,8.253537,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11158_TrainHorn_12063.wav
14826.wav,14826_Cough_12065.wav,Cough,0.98306817,2.0739522,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14826_Cough_12065.wav
14826.wav,14826_Hail_12066.wav,Hail,1.3584249,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/14826_Hail_12066.wav
4522.wav,4522_Police_12068.wav,Police,1.6568028,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4522_Police_12068.wav
4522.wav,4522_Rain_12069.wav,Rain,5.091727,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4522_Rain_12069.wav
4522.wav,4522_TrainHorn_12070.wav,TrainHorn,7.582539,9.9534,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4522_TrainHorn_12070.wav
5499.wav,5499_Hail_12072.wav,Hail,0.0,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5499_Hail_12072.wav
5499.wav,5499_Crash_12073.wav,Crash,0.0148185855,0.8700263,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5499_Crash_12073.wav
5499.wav,5499_CarHorn_12074.wav,CarHorn,1.2632878,1.5875125,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5499_CarHorn_12074.wav
5499.wav,5499_Cry_12075.wav,Cry,5.228687,7.696022,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5499_Cry_12075.wav
5499.wav,5499_Yawn_12076.wav,Yawn,8.385886,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/5499_Yawn_12076.wav
6661.wav,6661_Cat_12077.wav,Cat,3.248594,4.5722384,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6661_Cat_12077.wav
6661.wav,6661_Motorcyle_12078.wav,Motorcyle,5.5406766,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6661_Motorcyle_12078.wav
2293.wav,2293_BoatHorn_12080.wav,BoatHorn,1.2002221,5.6870947,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/2293_BoatHorn_12080.wav
2293.wav,2293_Cough_12082.wav,Cough,1.9472744,5.218597,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/2293_Cough_12082.wav
2293.wav,2293_Cry_12083.wav,Cry,2.576955,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/2293_Cry_12083.wav
2293.wav,2293_Yawn_12084.wav,Yawn,9.024092,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/2293_Yawn_12084.wav
13900.wav,13900_Notifications_12085.wav,Notifications,0.7690968,1.0621142,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13900_Notifications_12085.wav
13900.wav,13900_Crash_12086.wav,Crash,6.562405,8.487548,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13900_Crash_12086.wav
11956.wav,11956_Cat_12088.wav,Cat,1.6283511,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11956_Cat_12088.wav
11956.wav,11956_Police_12089.wav,Police,3.073528,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11956_Police_12089.wav
11956.wav,11956_Cough_12091.wav,Cough,8.944098,9.005586,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/11956_Cough_12091.wav
4704.wav,4704_Yawn_12093.wav,Yawn,8.636811,9.683041,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4704_Yawn_12093.wav
640.wav,640_Scream_12094.wav,Scream,1.7726691,3.739235,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/640_Scream_12094.wav
640.wav,640_Dog_12096.wav,Dog,8.7913475,9.0013685,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/640_Dog_12096.wav
6357.wav,6357_TrainHorn_12098.wav,TrainHorn,2.45694,5.3673906,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6357_TrainHorn_12098.wav
6357.wav,6357_RingTone_12099.wav,RingTone,4.715142,6.386288,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6357_RingTone_12099.wav
6640.wav,6640_Cry_12101.wav,Cry,2.935295,6.5174537,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6640_Cry_12101.wav
6640.wav,6640_RingTone_12102.wav,RingTone,2.9896636,4.9660425,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6640_RingTone_12102.wav
6640.wav,6640_Cat_12104.wav,Cat,4.401132,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6640_Cat_12104.wav
3719.wav,3719_TrainHorn_12106.wav,TrainHorn,5.7837954,7.9994626,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3719_TrainHorn_12106.wav
3719.wav,3719_Police_12107.wav,Police,8.023128,9.699225,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3719_Police_12107.wav
3719.wav,3719_Cough_12108.wav,Cough,8.12286,9.406262,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/3719_Cough_12108.wav
6173.wav,6173_Notifications_12109.wav,Notifications,0.077987164,0.7445902,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6173_Notifications_12109.wav
6173.wav,6173_Ambulance_12110.wav,Ambulance,3.7785819,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6173_Ambulance_12110.wav
6173.wav,6173_Cry_12111.wav,Cry,7.473358,9.184597,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6173_Cry_12111.wav
4318.wav,4318_Thunder_12112.wav,Thunder,1.7136382,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4318_Thunder_12112.wav
4318.wav,4318_Drift_12114.wav,Drift,8.1917,9.607238,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4318_Drift_12114.wav
13988.wav,13988_Yawn_12115.wav,Yawn,0.5875089,2.401316,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13988_Yawn_12115.wav
13988.wav,13988_BoatHorn_12116.wav,BoatHorn,2.024671,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13988_BoatHorn_12116.wav
13988.wav,13988_RingTone_12117.wav,RingTone,2.619698,6.926432,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13988_RingTone_12117.wav
13988.wav,13988_WarningBeeps_12118.wav,WarningBeeps,4.504284,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13988_WarningBeeps_12118.wav
13988.wav,13988_Hail_12119.wav,Hail,6.1159315,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/13988_Hail_12119.wav
4964.wav,4964_Rain_12120.wav,Rain,2.388985,10.0,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4964_Rain_12120.wav
4964.wav,4964_Dog_12122.wav,Dog,2.9745755,4.913556,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4964_Dog_12122.wav
4964.wav,4964_Cry_12123.wav,Cry,3.3356128,7.8925705,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4964_Cry_12123.wav
4964.wav,4964_BoatHorn_12124.wav,BoatHorn,5.153363,7.3636923,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/4964_BoatHorn_12124.wav
1630.wav,1630_CarHorn_12125.wav,CarHorn,0.35747746,0.4730827,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1630_CarHorn_12125.wav
1630.wav,1630_BoatHorn_12126.wav,BoatHorn,2.9225667,5.1163583,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1630_BoatHorn_12126.wav
1630.wav,1630_Notifications_12127.wav,Notifications,7.7002254,8.198801,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/1630_Notifications_12127.wav
6097.wav,6097_Yawn_12128.wav,Yawn,2.2515242,3.0434728,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6097_Yawn_12128.wav
6097.wav,6097_Door_12130.wav,Door,4.9970546,5.464457,/home/andres/Documentos/proyecto4geeks/data/raw/driver_safety/train/6097_Door_12130.wav
