"audio","label","labels","human_label","human_labels","path"
"236209.wav","/m/0bt9lr","[""/m/05tny_"", ""/m/0jbk"", ""/m/0bt9lr"", ""/m/068hy""]","dog_bark","[""Bark"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\236209.wav"
"341178.wav","/m/0bt9lr","[""/m/0ghcn6"", ""/m/0jbk"", ""/m/0bt9lr"", ""/m/068hy""]","dog_bark","[""Domestic_animals_and_pets"", ""Animal"", ""dog_bark"", ""Growling""]","audios/train\341178.wav"
"236224.wav","/m/0bt9lr","[""/m/05tny_"", ""/m/0jbk"", ""/m/0bt9lr"", ""/m/068hy""]","dog_bark","[""Bark"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\236224.wav"
"236231.wav","/m/0bt9lr","[""/m/05tny_"", ""/m/0jbk"", ""/m/0bt9lr"", ""/m/068hy""]","dog_bark","[""Bark"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\236231.wav"
"236254.wav","/m/0bt9lr","[""/m/05tny_"", ""/m/0jbk"", ""/m/0bt9lr"", ""/m/068hy""]","dog_bark","[""Bark"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\236254.wav"
"236268.wav","/m/0bt9lr","[""/m/05tny_"", ""/m/0jbk"", ""/m/0bt9lr"", ""/m/068hy""]","dog_bark","[""Bark"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\236268.wav"
"236277.wav","/m/0bt9lr","[""/m/05tny_"", ""/m/0jbk"", ""/m/0bt9lr"", ""/m/068hy""]","dog_bark","[""Bark"", ""Domestic_animals_and_pets"", ""Animal"", ""dog_bark""]","audios/train\236277.wav"
"40964.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07sr1lc"", ""/m/07p6fty"", ""/m/09x0r"", ""/m/09l8g""]","shout","[""shout"", ""Male_speech_and_man_speaking"", ""Yell"", ""Speech"", ""Human_voice""]","audios/train\40964.wav"
"402642.wav","/m/07p6fty","[""/m/05zppz"", ""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""shout"", ""Male_speech_and_man_speaking"", ""Speech""]","audios/train\402642.wav"
"402643.wav","/m/07p6fty","[""/m/05zppz"", ""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""shout"", ""Male_speech_and_man_speaking"", ""Speech""]","audios/train\402643.wav"
"402644.wav","/m/07p6fty","[""/m/05zppz"", ""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""shout"", ""Male_speech_and_man_speaking"", ""Speech""]","audios/train\402644.wav"
"17643.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07sr1lc"", ""/m/09x0r"", ""/m/09l8g"", ""/m/07p6fty""]","shout","[""shout"", ""Male_speech_and_man_speaking"", ""Yell"", ""Speech"", ""Human_voice""]","audios/train\17643.wav"
"223521.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07sr1lc"", ""/m/01j3sz"", ""/m/09x0r"", ""/m/09l8g"", ""/m/07p6fty""]","shout","[""shout"", ""Male_speech_and_man_speaking"", ""Yell"", ""Laughter"", ""Speech"", ""Human_voice""]","audios/train\223521.wav"
"223527.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07sr1lc"", ""/m/09x0r"", ""/m/09l8g"", ""/m/07p6fty""]","shout","[""shout"", ""Male_speech_and_man_speaking"", ""Yell"", ""Speech"", ""Human_voice""]","audios/train\223527.wav"
"261589.wav","/m/03kmc9","[""/m/05zppz"", ""/m/03kmc9"", ""/m/09x0r"", ""/m/09l8g"", ""/m/07pp_mv""]","siren","[""alarm"", ""Male_speech_and_man_speaking"", ""siren"", ""Speech"", ""Human_voice""]","audios/train\261589.wav"
"253611.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07sr1lc"", ""/m/09x0r"", ""/m/09l8g"", ""/m/07p6fty""]","shout","[""shout"", ""Male_speech_and_man_speaking"", ""Yell"", ""Speech"", ""Human_voice""]","audios/train\253611.wav"
"422724.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07p6fty"", ""/m/09x0r"", ""/m/09l8g""]","shout","[""Human_voice"", ""shout"", ""Male_speech_and_man_speaking"", ""Speech""]","audios/train\422724.wav"
"368525.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07rkbfh"", ""/m/07sr1lc"", ""/m/01h8n0"", ""/t/dd00012"", ""/m/09x0r"", ""/m/09l8g"", ""/m/07p6fty""]","shout","[""Chatter"", ""shout"", ""Male_speech_and_man_speaking"", ""Yell"", ""Speech"", ""Human_group_actions"", ""Human_voice"", ""Conversation""]","audios/train\368525.wav"
"397299.wav","/m/07p6fty","[""/m/05zppz"", ""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""shout"", ""Male_speech_and_man_speaking"", ""Speech""]","audios/train\397299.wav"
"184833.wav","/m/07p6fty","[""/m/05zppz"", ""/m/07rkbfh"", ""/m/03qtwd"", ""/m/053hz1"", ""/m/0l15bq"", ""/m/07p6fty"", ""/m/09x0r"", ""/m/09l8g"", ""/t/dd00012"", ""/m/0k65p""]","shout","[""Chatter"", ""shout"", ""Hands"", ""Male_speech_and_man_speaking"", ""Crowd"", ""Clapping"", ""Speech"", ""Human_group_actions"", ""Human_voice"", ""Cheering""]","audios/train\184833.wav"
"416732.wav","/m/03qc9zr","[""/m/05zppz"", ""/m/03qc9zr"", ""/m/07q7njn"", ""/m/09x0r"", ""/m/09l8g"", ""/m/039jq""]","screaming","[""Chink_and_clink"", ""Male_speech_and_man_speaking"", ""screaming"", ""Speech"", ""Human_voice"", ""Glass""]","audios/train\416732.wav"
"164057.wav","/m/07pb8fc","[""/m/05zppz"", ""/m/07pb8fc"", ""/t/dd00130"", ""/m/07q2z82"", ""/m/07yv9"", ""/m/09x0r"", ""/m/09l8g"", ""/m/02mk9""]","engine","[""Engine_starting"", ""Male_speech_and_man_speaking"", ""Accelerating_and_revving_and_vroom"", ""Speech"", ""Human_voice"", ""engine"", ""Vehicle""]","audios/train\164057.wav"
"369247.wav","/m/07pb8fc","[""/m/05zppz"", ""/m/07rjzl8"", ""/m/07pb8fc"", ""/t/dd00130"", ""/m/0k4j"", ""/m/09x0r"", ""/m/09l8g"", ""/m/012f08"", ""/m/07yv9"", ""/m/02dgv"", ""/t/dd00071"", ""/m/02mk9""]","engine","[""Engine_starting"", ""Male_speech_and_man_speaking"", ""Car"", ""Slam"", ""Domestic_sounds_and_home_sounds"", ""Motor_vehicle_(road)"", ""Speech"", ""Human_voice"", ""engine"", ""Door"", ""Vehicle""]","audios/train\369247.wav"
"420464.wav","/m/07pb8fc","[""/m/05zppz"", ""/m/07pb8fc"", ""/m/04_sv"", ""/m/07q2z82"", ""/m/09x0r"", ""/m/09l8g"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Male_speech_and_man_speaking"", ""Motorcycle"", ""Accelerating_and_revving_and_vroom"", ""Motor_vehicle_(road)"", ""Speech"", ""Human_voice"", ""engine"", ""Vehicle""]","audios/train\420464.wav"
"232274.wav","/m/07pb8fc","[""/m/05zppz"", ""/m/07pb8fc"", ""/m/0k4j"", ""/m/09x0r"", ""/m/09l8g"", ""/m/012f08"", ""/m/07yv9"", ""/m/02mk9""]","engine","[""Male_speech_and_man_speaking"", ""Car"", ""Motor_vehicle_(road)"", ""Speech"", ""Human_voice"", ""engine"", ""Vehicle""]","audios/train\232274.wav"
"324783.wav","/m/0btp2","[""/m/05zppz"", ""/m/02zsn"", ""/m/0btp2"", ""/m/01h8n0"", ""/m/09x0r"", ""/m/09l8g"", ""/m/012f08"", ""/m/07yv9""]","traffic_noise","[""Male_speech_and_man_speaking"", ""Female_speech_and_woman_speaking"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""Speech"", ""Human_voice"", ""Conversation"", ""Vehicle""]","audios/train\324783.wav"
"349401.wav","/m/07p6fty","[""/m/05zppz"", ""/m/03qtwd"", ""/m/053hz1"", ""/t/dd00012"", ""/m/07p6fty"", ""/m/09x0r"", ""/m/09l8g""]","shout","[""shout"", ""Male_speech_and_man_speaking"", ""Crowd"", ""Speech"", ""Human_group_actions"", ""Human_voice"", ""Cheering""]","audios/train\349401.wav"
"69207.wav","/m/07pp_mv","[""/m/05zppz"", ""/m/07cx4"", ""/m/09x0r"", ""/m/09l8g"", ""/m/07pp_mv""]","alarm","[""telephone"", ""alarm"", ""Male_speech_and_man_speaking"", ""Speech"", ""Human_voice""]","audios/train\69207.wav"
"233766.wav","/m/02mk9","[""/m/05zppz"", ""/m/01h8n0"", ""/m/01bjv"", ""/m/02mk9"", ""/m/04rlf"", ""/m/09x0r"", ""/m/09l8g"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Music"", ""Male_speech_and_man_speaking"", ""Bus"", ""Motor_vehicle_(road)"", ""Speech"", ""Human_voice"", ""engine"", ""Conversation"", ""Vehicle""]","audios/train\233766.wav"
"332914.wav","/m/07pp_mv","[""/m/07q6cd_"", ""/m/07rjzl8"", ""/m/07pp_mv"", ""/m/083vt"", ""/m/02dgv"", ""/t/dd00071""]","alarm","[""Squeak"", ""alarm"", ""Wood"", ""Slam"", ""Domestic_sounds_and_home_sounds"", ""Door""]","audios/train\332914.wav"
"22885.wav","/m/07pb8fc","[""/m/07q6cd_"", ""/m/07pb8fc"", ""/m/02mk9""]","engine","[""Squeak"", ""engine""]","audios/train\22885.wav"
"176641.wav","/m/02mk9","[""/m/07q6cd_"", ""/m/07q2z82"", ""/m/07yv9"", ""/m/02mk9""]","engine","[""Squeak"", ""Accelerating_and_revving_and_vroom"", ""engine"", ""Vehicle""]","audios/train\176641.wav"
"379916.wav","/m/07pp_mv","[""/m/07q6cd_"", ""/m/07rjzl8"", ""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9"", ""/m/02dgv"", ""/t/dd00071""]","alarm","[""Squeak"", ""alarm"", ""Car"", ""Slam"", ""Domestic_sounds_and_home_sounds"", ""Motor_vehicle_(road)"", ""Door"", ""Vehicle""]","audios/train\379916.wav"
"72197.wav","/m/0btp2","[""/m/07q6cd_"", ""/m/07qn4z3"", ""/m/07rjzl8"", ""/m/0btp2"", ""/m/0395lw"", ""/m/02dgv"", ""/t/dd00071"", ""/m/012f08"", ""/m/07yv9""]","traffic_noise","[""Squeak"", ""Bell"", ""Slam"", ""Domestic_sounds_and_home_sounds"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""Rattle"", ""Door"", ""Vehicle""]","audios/train\72197.wav"
"178849.wav","/m/07p6fty","[""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""shout"", ""Speech""]","audios/train\178849.wav"
"187308.wav","/m/07p6fty","[""/m/0195fx"", ""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g"", ""/m/06d_3"", ""/m/07yv9""]","shout","[""shout"", ""Subway_and_metro_and_underground"", ""Speech"", ""Human_voice"", ""Rail_transport"", ""Vehicle""]","audios/train\187308.wav"
"181347.wav","/m/07p6fty","[""/m/09x0r"", ""/m/07p6fty"", ""/m/09l8g""]","shout","[""Human_voice"", ""shout"", ""Speech""]","audios/train\181347.wav"
"259609.wav","/m/0463cq4","[""/m/09x0r"", ""/m/0463cq4"", ""/m/09l8g""]","crying_and_sobbing","[""Human_voice"", ""crying_and_sobbing"", ""Speech""]","audios/train\259609.wav"
"100357.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\100357.wav"
"403471.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\403471.wav"
"403473.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\403473.wav"
"403474.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\403474.wav"
"104475.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\104475.wav"
"104476.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\104476.wav"
"327711.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\327711.wav"
"67616.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\67616.wav"
"69663.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/019jd"", ""/m/07yv9""]","alarm","[""alarm"", ""Vehicle"", ""Boat_and_Water_vehicle""]","audios/train\69663.wav"
"102435.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\102435.wav"
"258089.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\258089.wav"
"249931.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\249931.wav"
"182351.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\182351.wav"
"223320.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\223320.wav"
"71778.wav","/m/07pp_mv","[""/m/07rjwbb"", ""/m/07pp_mv"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","alarm","[""alarm"", ""Train"", ""Hiss"", ""Rail_transport"", ""Vehicle""]","audios/train\71778.wav"
"22627.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\22627.wav"
"110692.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/07r04"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""alarm"", ""Motor_vehicle_(road)"", ""Vehicle"", ""Truck""]","audios/train\110692.wav"
"100459.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\100459.wav"
"100460.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\100460.wav"
"100461.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\100461.wav"
"100462.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\100462.wav"
"219244.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\219244.wav"
"321676.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\321676.wav"
"321677.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\321677.wav"
"321678.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\321678.wav"
"258193.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\258193.wav"
"321684.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\321684.wav"
"264346.wav","/m/07pp_mv","[""/m/07cx4"", ""/m/07pp_mv""]","alarm","[""telephone"", ""alarm""]","audios/train\264346.wav"
"211103.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/01x3z"", ""/t/dd00077""]","alarm","[""alarm"", ""Clock"", ""Mechanisms""]","audios/train\211103.wav"
"422051.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""Car"", ""alarm"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\422051.wav"
"329893.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/01x3z"", ""/t/dd00077""]","alarm","[""alarm"", ""Clock"", ""Mechanisms""]","audios/train\329893.wav"
"329894.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\329894.wav"
"329895.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\329895.wav"
"329896.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\329896.wav"
"333993.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\333993.wav"
"164006.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\164006.wav"
"233645.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\233645.wav"
"125102.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\125102.wav"
"270522.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\270522.wav"
"428221.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\428221.wav"
"18632.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\18632.wav"
"196838.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\196838.wav"
"164089.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\164089.wav"
"164090.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\164090.wav"
"325894.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""Car"", ""alarm"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\325894.wav"
"327969.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\327969.wav"
"327970.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\327970.wav"
"270643.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\270643.wav"
"393524.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\393524.wav"
"106831.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\106831.wav"
"26960.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\26960.wav"
"26961.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\26961.wav"
"26962.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\26962.wav"
"26963.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\26963.wav"
"26964.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\26964.wav"
"26965.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\26965.wav"
"221522.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\221522.wav"
"22876.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\22876.wav"
"274806.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\274806.wav"
"389509.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\389509.wav"
"348551.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\348551.wav"
"250261.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\250261.wav"
"377249.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/07r04"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""alarm"", ""Motor_vehicle_(road)"", ""Vehicle"", ""Truck""]","audios/train\377249.wav"
"250285.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\250285.wav"
"129464.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\129464.wav"
"135613.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\135613.wav"
"72125.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\72125.wav"
"72126.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\72126.wav"
"72127.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\72127.wav"
"72128.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\72128.wav"
"72129.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\72129.wav"
"428484.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""Car"", ""alarm"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\428484.wav"
"381382.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\381382.wav"
"25031.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\25031.wav"
"84423.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\84423.wav"
"25032.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\25032.wav"
"387532.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\387532.wav"
"344525.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\344525.wav"
"387534.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\387534.wav"
"211408.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0395lw""]","alarm","[""alarm"", ""Bell""]","audios/train\211408.wav"
"387537.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\387537.wav"
"166356.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/09l8g""]","alarm","[""Human_voice"", ""alarm""]","audios/train\166356.wav"
"121306.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\121306.wav"
"147933.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\147933.wav"
"379373.wav","/m/07pp_mv","[""/m/01bjv"", ""/m/07pp_mv"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""alarm"", ""Vehicle"", ""Bus"", ""Motor_vehicle_(road)""]","audios/train\379373.wav"
"428526.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\428526.wav"
"379375.wav","/m/07pp_mv","[""/m/01bjv"", ""/m/07pp_mv"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""alarm"", ""Vehicle"", ""Bus"", ""Motor_vehicle_(road)""]","audios/train\379375.wav"
"238075.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\238075.wav"
"379387.wav","/m/07pp_mv","[""/m/01bjv"", ""/m/07pp_mv"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""alarm"", ""Vehicle"", ""Bus"", ""Motor_vehicle_(road)""]","audios/train\379387.wav"
"379388.wav","/m/07pp_mv","[""/m/01bjv"", ""/m/07pp_mv"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""alarm"", ""Vehicle"", ""Bus"", ""Motor_vehicle_(road)""]","audios/train\379388.wav"
"94735.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\94735.wav"
"203287.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""Car"", ""alarm"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\203287.wav"
"268823.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\268823.wav"
"270883.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\270883.wav"
"150052.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\150052.wav"
"150053.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\150053.wav"
"51747.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""Car"", ""alarm"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\51747.wav"
"350773.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\350773.wav"
"246328.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\246328.wav"
"426559.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\426559.wav"
"39514.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\39514.wav"
"371292.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\371292.wav"
"266848.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\266848.wav"
"35433.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\35433.wav"
"35436.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\35436.wav"
"35437.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\35437.wav"
"201325.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\201325.wav"
"35439.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\35439.wav"
"35441.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\35441.wav"
"96890.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\96890.wav"
"342663.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\342663.wav"
"342664.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\342664.wav"
"389775.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\389775.wav"
"70289.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\70289.wav"
"324248.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\324248.wav"
"98973.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","alarm","[""Car"", ""alarm"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\98973.wav"
"414366.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\414366.wav"
"266924.wav","/m/07pp_mv","[""/m/0195fx"", ""/m/07pp_mv"", ""/m/06d_3"", ""/m/07yv9""]","alarm","[""alarm"", ""Rail_transport"", ""Vehicle"", ""Subway_and_metro_and_underground""]","audios/train\266924.wav"
"139958.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\139958.wav"
"404161.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\404161.wav"
"262853.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\262853.wav"
"96973.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\96973.wav"
"271063.wav","/m/02mk9","[""/m/07pp_mv"", ""/m/02mk9"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","engine","[""alarm"", ""Train"", ""engine"", ""Rail_transport"", ""Vehicle""]","audios/train\271063.wav"
"33497.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\33497.wav"
"262878.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\262878.wav"
"92897.wav","/m/07pp_mv","[""/m/07pp_mv""]","alarm","[""alarm""]","audios/train\92897.wav"
"74471.wav","/m/07pp_mv","[""/m/07pp_mv"", ""/m/019jd"", ""/m/07yv9""]","alarm","[""alarm"", ""Vehicle"", ""Boat_and_Water_vehicle""]","audios/train\74471.wav"
